"simulation","method","lambda","rank","effective_rank","rmse","converged"
4,"SoftImpute (oracle)",1,8,8,0.322826963819015,NA
4,"SoftImpute (oracle)",1,9,9,0.344101792462892,NA
4,"SoftImpute (oracle)",1,10,10,0.363772449260749,NA
4,"SoftImpute (oracle)",1,11,11,0.382383426554471,NA
4,"SoftImpute (oracle)",1,12,12,0.400043671603594,NA
4,"SoftImpute (oracle)",1,13,13,0.416720386405675,NA
4,"SoftImpute (oracle)",1,14,14,0.432590803792901,NA
4,"SoftImpute (oracle)",1,15,15,0.44774500802963,NA
4,"SoftImpute (oracle)",1,16,16,0.462360765176842,NA
4,"SoftImpute (oracle)",1,17,17,0.476358455172805,NA
4,"SoftImpute (oracle)",1,18,18,0.489932792289888,NA
4,"SoftImpute (oracle)",1,19,19,0.50294336427624,NA
4,"SoftImpute (oracle)",1,20,20,0.515443115914826,NA
4,"SoftImpute (oracle)",1,21,21,0.527613629975855,NA
4,"SoftImpute (oracle)",1,22,22,0.539445749211896,NA
4,"SoftImpute (oracle)",1,23,23,0.550851086450602,NA
4,"SoftImpute (oracle)",1,24,24,0.561952217767572,NA
4,"SoftImpute (oracle)",1,25,25,0.572763949555791,NA
4,"SoftImpute (oracle)",1,26,26,0.583319638220642,NA
4,"SoftImpute (oracle)",1,27,27,0.593576123754385,NA
4,"SoftImpute (oracle)",1,28,28,0.603591689750965,NA
4,"SoftImpute (oracle)",1,29,29,0.613300817920519,NA
4,"SoftImpute (oracle)",1,30,30,0.622825079258959,NA
5,"PCA (oracle)",NA,0,0,0.7876708618578,NA
5,"PCA (oracle)",NA,1,1,0.466450519661417,NA
5,"PCA (oracle)",NA,2,2,0.331386371246747,NA
5,"PCA (oracle)",NA,3,3,0.177453865832659,NA
5,"PCA (oracle)",NA,4,4,0.218214626124373,NA
5,"PCA (oracle)",NA,5,5,0.251362995807068,NA
5,"PCA (oracle)",NA,6,6,0.28043481492433,NA
5,"PCA (oracle)",NA,7,7,0.306481375574325,NA
5,"PCA (oracle)",NA,8,8,0.330273270875877,NA
5,"PCA (oracle)",NA,9,9,0.352152283073993,NA
5,"PCA (oracle)",NA,10,10,0.372320312701928,NA
5,"PCA (oracle)",NA,11,11,0.391267675688606,NA
5,"PCA (oracle)",NA,12,12,0.409218758969337,NA
5,"PCA (oracle)",NA,13,13,0.426293593311229,NA
5,"PCA (oracle)",NA,14,14,0.442466064142888,NA
5,"PCA (oracle)",NA,15,15,0.457987758031585,NA
5,"PCA (oracle)",NA,16,16,0.472917626105159,NA
5,"PCA (oracle)",NA,17,17,0.487253937536187,NA
5,"PCA (oracle)",NA,18,18,0.501080565036541,NA
5,"PCA (oracle)",NA,19,19,0.514426776807113,NA
5,"PCA (oracle)",NA,20,20,0.52734710773651,NA
5,"PCA (oracle)",NA,21,21,0.539885224997977,NA
5,"PCA (oracle)",NA,22,22,0.551989040557549,NA
5,"PCA (oracle)",NA,23,23,0.563777224418818,NA
5,"PCA (oracle)",NA,24,24,0.575197695608811,NA
5,"PCA (oracle)",NA,25,25,0.586350488604305,NA
5,"PCA (oracle)",NA,26,26,0.597197553542151,NA
5,"PCA (oracle)",NA,27,27,0.607710990818758,NA
5,"PCA (oracle)",NA,28,28,0.617906543076939,NA
5,"PCA (oracle)",NA,29,29,0.627872140701906,NA
5,"PCA (oracle)",NA,30,30,0.637631885787024,NA
5,"ICA (oracle)",NA,0,0,0.7876708618578,NA
5,"ICA (oracle)",NA,1,1,0.466450519661417,TRUE
5,"ICA (oracle)",NA,2,2,0.331386371246747,TRUE
5,"ICA (oracle)",NA,3,3,0.177453865832659,TRUE
5,"ICA (oracle)",NA,4,4,0.218214626124373,TRUE
5,"ICA (oracle)",NA,5,5,0.251362995807068,TRUE
5,"ICA (oracle)",NA,6,6,0.28043481492433,TRUE
5,"ICA (oracle)",NA,7,7,0.306481375574325,FALSE
5,"ICA (oracle)",NA,8,8,0.330273270875876,FALSE
5,"ICA (oracle)",NA,9,9,0.352152283073993,FALSE
5,"ICA (oracle)",NA,10,10,0.372320312701928,FALSE
5,"ICA (oracle)",NA,11,11,0.391267675688607,FALSE
5,"ICA (oracle)",NA,12,12,0.409218758969336,FALSE
5,"ICA (oracle)",NA,13,13,0.426293593311229,TRUE
5,"ICA (oracle)",NA,14,14,0.442466064142888,FALSE
5,"ICA (oracle)",NA,15,15,0.457987758031585,FALSE
5,"ICA (oracle)",NA,16,16,0.47291762610516,FALSE
5,"ICA (oracle)",NA,17,17,0.487253937536187,FALSE
5,"ICA (oracle)",NA,18,18,0.501080565036541,FALSE
5,"ICA (oracle)",NA,19,19,0.514426776807114,FALSE
5,"ICA (oracle)",NA,20,20,0.52734710773651,FALSE
5,"ICA (oracle)",NA,21,21,0.539885224997976,FALSE
5,"ICA (oracle)",NA,22,22,0.551989040557548,FALSE
5,"ICA (oracle)",NA,23,23,0.563777224418818,FALSE
5,"ICA (oracle)",NA,24,24,0.575197695608811,FALSE
5,"ICA (oracle)",NA,25,25,0.586350488604305,FALSE
5,"ICA (oracle)",NA,26,26,0.597197553542151,FALSE
5,"ICA (oracle)",NA,27,27,0.607710990818758,FALSE
5,"ICA (oracle)",NA,28,28,0.617906543076939,FALSE
5,"ICA (oracle)",NA,29,29,0.627872140701906,FALSE
5,"ICA (oracle)",NA,30,30,0.637631885787024,FALSE
5,"SoftImpute (oracle)",1,0,0,0.7876708618578,NA
5,"SoftImpute (oracle)",1,1,1,0.466396398586304,NA
5,"SoftImpute (oracle)",1,2,2,0.331133140081636,NA
5,"SoftImpute (oracle)",1,3,3,0.176612150741141,NA
5,"SoftImpute (oracle)",1,4,4,0.216232885603669,NA
5,"SoftImpute (oracle)",1,5,5,0.248534580323732,NA
5,"SoftImpute (oracle)",1,6,6,0.276909197167814,NA
5,"SoftImpute (oracle)",1,7,7,0.302353950062605,NA
5,"SoftImpute (oracle)",1,8,8,0.325610294200513,NA
5,"SoftImpute (oracle)",1,9,9,0.34700346247306,NA
5,"SoftImpute (oracle)",1,10,10,0.366724706728328,NA
5,"SoftImpute (oracle)",1,11,11,0.385255845228783,NA
5,"SoftImpute (oracle)",1,12,12,0.402815808257618,NA
5,"SoftImpute (oracle)",1,13,13,0.419520741169301,NA
5,"SoftImpute (oracle)",1,14,14,0.435341872810935,NA
5,"SoftImpute (oracle)",1,15,15,0.450527920717294,NA
5,"SoftImpute (oracle)",1,16,16,0.465135977116412,NA
5,"SoftImpute (oracle)",1,17,17,0.479162914711229,NA
5,"SoftImpute (oracle)",1,18,18,0.492691226178726,NA
5,"SoftImpute (oracle)",1,19,19,0.505749130274304,NA
5,"SoftImpute (oracle)",1,20,20,0.518390200400812,NA
5,"SoftImpute (oracle)",1,21,21,0.53065729212064,NA
5,"SoftImpute (oracle)",1,22,22,0.542497823766968,NA
5,"SoftImpute (oracle)",1,23,23,0.554029652268664,NA
5,"SoftImpute (oracle)",1,24,24,0.5652003487589,NA
5,"SoftImpute (oracle)",1,25,25,0.576109304996768,NA
5,"SoftImpute (oracle)",1,26,26,0.586718193345876,NA
5,"SoftImpute (oracle)",1,27,27,0.596998848460807,NA
5,"SoftImpute (oracle)",1,28,28,0.60696668379387,NA
5,"SoftImpute (oracle)",1,29,29,0.61670916036467,NA
5,"SoftImpute (oracle)",1,30,30,0.626250089163304,NA
6,"PCA (oracle)",NA,0,0,0.806341485179964,NA
6,"PCA (oracle)",NA,1,1,0.523781720241018,NA
6,"PCA (oracle)",NA,2,2,0.37544727626572,NA
6,"PCA (oracle)",NA,3,3,0.176677377307789,NA
6,"PCA (oracle)",NA,4,4,0.217137441258081,NA
6,"PCA (oracle)",NA,5,5,0.250422063119155,NA
6,"PCA (oracle)",NA,6,6,0.279620471871186,NA
6,"PCA (oracle)",NA,7,7,0.305397148863062,NA
6,"PCA (oracle)",NA,8,8,0.328712705959128,NA
6,"PCA (oracle)",NA,9,9,0.35020477789938,NA
6,"PCA (oracle)",NA,10,10,0.370204617956718,NA
6,"PCA (oracle)",NA,11,11,0.389059065159249,NA
6,"PCA (oracle)",NA,12,12,0.406821834505196,NA
6,"PCA (oracle)",NA,13,13,0.423786403142768,NA
6,"PCA (oracle)",NA,14,14,0.439906250865179,NA
6,"PCA (oracle)",NA,15,15,0.45528923522194,NA
6,"PCA (oracle)",NA,16,16,0.470120679437876,NA
6,"PCA (oracle)",NA,17,17,0.484332674867268,NA
6,"PCA (oracle)",NA,18,18,0.498063171967531,NA
6,"PCA (oracle)",NA,19,19,0.511346016309983,NA
6,"PCA (oracle)",NA,20,20,0.524134429891024,NA
6,"PCA (oracle)",NA,21,21,0.536485485707454,NA
6,"PCA (oracle)",NA,22,22,0.548545097438709,NA
6,"PCA (oracle)",NA,23,23,0.560324457845306,NA
6,"PCA (oracle)",NA,24,24,0.571773156571785,NA
6,"PCA (oracle)",NA,25,25,0.582852198095488,NA
6,"PCA (oracle)",NA,26,26,0.593650471192519,NA
6,"PCA (oracle)",NA,27,27,0.60413172067074,NA
6,"PCA (oracle)",NA,28,28,0.614348179267744,NA
6,"PCA (oracle)",NA,29,29,0.624334767110807,NA
6,"PCA (oracle)",NA,30,30,0.634133416977116,NA
6,"ICA (oracle)",NA,0,0,0.806341485179964,NA
6,"ICA (oracle)",NA,1,1,0.523781720241018,TRUE
6,"ICA (oracle)",NA,2,2,0.37544727626572,TRUE
6,"ICA (oracle)",NA,3,3,0.176677377307789,TRUE
6,"ICA (oracle)",NA,4,4,0.217137441258081,TRUE
6,"ICA (oracle)",NA,5,5,0.250422063119155,TRUE
6,"ICA (oracle)",NA,6,6,0.279620471871185,TRUE
6,"ICA (oracle)",NA,7,7,0.305397148863062,TRUE
6,"ICA (oracle)",NA,8,8,0.328712705959128,FALSE
6,"ICA (oracle)",NA,9,9,0.35020477789938,FALSE
6,"ICA (oracle)",NA,10,10,0.370204617956718,FALSE
6,"ICA (oracle)",NA,11,11,0.38905906515925,FALSE
6,"ICA (oracle)",NA,12,12,0.406821834505196,FALSE
6,"ICA (oracle)",NA,13,13,0.423786403142768,FALSE
6,"ICA (oracle)",NA,14,14,0.439906250865179,FALSE
6,"ICA (oracle)",NA,15,15,0.45528923522194,FALSE
6,"ICA (oracle)",NA,16,16,0.470120679437876,FALSE
6,"ICA (oracle)",NA,17,17,0.484332674867269,FALSE
6,"ICA (oracle)",NA,18,18,0.498063171967531,FALSE
6,"ICA (oracle)",NA,19,19,0.511346016309983,FALSE
6,"ICA (oracle)",NA,20,20,0.524134429891025,FALSE
6,"ICA (oracle)",NA,21,21,0.536485485707454,FALSE
6,"ICA (oracle)",NA,22,22,0.548545097438708,FALSE
6,"ICA (oracle)",NA,23,23,0.560324457845306,FALSE
6,"ICA (oracle)",NA,24,24,0.571773156571785,FALSE
6,"ICA (oracle)",NA,25,25,0.582852198095488,FALSE
6,"ICA (oracle)",NA,26,26,0.593650471192519,FALSE
6,"ICA (oracle)",NA,27,27,0.604131720670739,FALSE
6,"ICA (oracle)",NA,28,28,0.614348179267743,FALSE
6,"ICA (oracle)",NA,29,29,0.624334767110807,FALSE
6,"ICA (oracle)",NA,30,30,0.634133416977115,FALSE
6,"SoftImpute (oracle)",1,0,0,0.806341485179964,NA
6,"SoftImpute (oracle)",1,1,1,0.523722584569334,NA
6,"SoftImpute (oracle)",1,2,2,0.375210536034659,NA
6,"SoftImpute (oracle)",1,3,3,0.175851955141472,NA
6,"SoftImpute (oracle)",1,4,4,0.215170093408125,NA
6,"SoftImpute (oracle)",1,5,5,0.24760414334425,NA
6,"SoftImpute (oracle)",1,6,6,0.276102984430725,NA
6,"SoftImpute (oracle)",1,7,7,0.301278094555874,NA
6,"SoftImpute (oracle)",1,8,8,0.324059158494675,NA
6,"SoftImpute (oracle)",1,9,9,0.345065894243357,NA
6,"SoftImpute (oracle)",1,10,10,0.364618617136151,NA
6,"SoftImpute (oracle)",1,11,11,0.383056332163391,NA
6,"SoftImpute (oracle)",1,12,12,0.40042785669515,NA
6,"SoftImpute (oracle)",1,13,13,0.417022197635734,NA
6,"SoftImpute (oracle)",1,14,14,0.432790273684123,NA
6,"SoftImpute (oracle)",1,15,15,0.447837466850233,NA
6,"SoftImpute (oracle)",1,16,16,0.462346873671906,NA
6,"SoftImpute (oracle)",1,17,17,0.476249366723006,NA
6,"SoftImpute (oracle)",1,18,18,0.489681368993042,NA
6,"SoftImpute (oracle)",1,19,19,0.502675670631303,NA
6,"SoftImpute (oracle)",1,20,20,0.515184775555909,NA
6,"SoftImpute (oracle)",1,21,21,0.527264898495333,NA
6,"SoftImpute (oracle)",1,22,22,0.539060992451118,NA
6,"SoftImpute (oracle)",1,23,23,0.550583704541065,NA
6,"SoftImpute (oracle)",1,24,24,0.561782273471193,NA
6,"SoftImpute (oracle)",1,25,25,0.572617370960658,NA
6,"SoftImpute (oracle)",1,26,26,0.583177315506933,NA
6,"SoftImpute (oracle)",1,27,27,0.593425607269037,NA
6,"SoftImpute (oracle)",1,28,28,0.60341406245012,NA
6,"SoftImpute (oracle)",1,29,29,0.613177257407754,NA
6,"SoftImpute (oracle)",1,30,30,0.622756793378183,NA
7,"PCA (oracle)",NA,0,0,0.734851118401117,NA
7,"PCA (oracle)",NA,1,1,0.496387138177824,NA
7,"PCA (oracle)",NA,2,2,0.33958973074446,NA
7,"PCA (oracle)",NA,3,3,0.176995418271805,NA
7,"PCA (oracle)",NA,4,4,0.217725239443811,NA
7,"PCA (oracle)",NA,5,5,0.251434082637055,NA
7,"PCA (oracle)",NA,6,6,0.280279321424144,NA
7,"PCA (oracle)",NA,7,7,0.306192640760533,NA
7,"PCA (oracle)",NA,8,8,0.329709068976233,NA
7,"PCA (oracle)",NA,9,9,0.351355668668304,NA
7,"PCA (oracle)",NA,10,10,0.371591924268433,NA
7,"PCA (oracle)",NA,11,11,0.390589415171892,NA
7,"PCA (oracle)",NA,12,12,0.408421943890034,NA
7,"PCA (oracle)",NA,13,13,0.425305412831483,NA
7,"PCA (oracle)",NA,14,14,0.441505810487839,NA
7,"PCA (oracle)",NA,15,15,0.457033001285704,NA
7,"PCA (oracle)",NA,16,16,0.471852070308264,NA
7,"PCA (oracle)",NA,17,17,0.486015028339252,NA
7,"PCA (oracle)",NA,18,18,0.499595208439638,NA
7,"PCA (oracle)",NA,19,19,0.51271029865164,NA
7,"PCA (oracle)",NA,20,20,0.525395976611565,NA
7,"PCA (oracle)",NA,21,21,0.537775085514545,NA
7,"PCA (oracle)",NA,22,22,0.54978010189276,NA
7,"PCA (oracle)",NA,23,23,0.561329547703401,NA
7,"PCA (oracle)",NA,24,24,0.572618957141713,NA
7,"PCA (oracle)",NA,25,25,0.583603548955927,NA
7,"PCA (oracle)",NA,26,26,0.594305385629475,NA
7,"PCA (oracle)",NA,27,27,0.604736760739362,NA
7,"PCA (oracle)",NA,28,28,0.614919967292412,NA
7,"PCA (oracle)",NA,29,29,0.624843304901968,NA
7,"PCA (oracle)",NA,30,30,0.634448615118475,NA
7,"ICA (oracle)",NA,0,0,0.734851118401117,NA
7,"ICA (oracle)",NA,1,1,0.496387138177824,TRUE
7,"ICA (oracle)",NA,2,2,0.33958973074446,TRUE
7,"ICA (oracle)",NA,3,3,0.176995418271804,TRUE
7,"ICA (oracle)",NA,4,4,0.217725239443811,TRUE
7,"ICA (oracle)",NA,5,5,0.251434082637054,TRUE
7,"ICA (oracle)",NA,6,6,0.280279321424144,TRUE
7,"ICA (oracle)",NA,7,7,0.306192640760533,TRUE
7,"ICA (oracle)",NA,8,8,0.329709068976233,TRUE
7,"ICA (oracle)",NA,9,9,0.351355668668304,FALSE
7,"ICA (oracle)",NA,10,10,0.371591924268433,FALSE
7,"ICA (oracle)",NA,11,11,0.390589415171892,FALSE
7,"ICA (oracle)",NA,12,12,0.408421943890034,FALSE
7,"ICA (oracle)",NA,13,13,0.425305412831483,FALSE
7,"ICA (oracle)",NA,14,14,0.441505810487839,FALSE
7,"ICA (oracle)",NA,15,15,0.457033001285704,FALSE
7,"ICA (oracle)",NA,16,16,0.471852070308265,FALSE
7,"ICA (oracle)",NA,17,17,0.486015028339252,FALSE
7,"ICA (oracle)",NA,18,18,0.499595208439638,FALSE
7,"ICA (oracle)",NA,19,19,0.51271029865164,FALSE
7,"ICA (oracle)",NA,20,20,0.525395976611565,FALSE
7,"ICA (oracle)",NA,21,21,0.537775085514545,FALSE
7,"ICA (oracle)",NA,22,22,0.54978010189276,FALSE
7,"ICA (oracle)",NA,23,23,0.561329547703401,FALSE
7,"ICA (oracle)",NA,24,24,0.572618957141713,FALSE
7,"ICA (oracle)",NA,25,25,0.583603548955926,FALSE
7,"ICA (oracle)",NA,26,26,0.594305385629476,FALSE
7,"ICA (oracle)",NA,27,27,0.604736760739362,FALSE
7,"ICA (oracle)",NA,28,28,0.614919967292411,FALSE
7,"ICA (oracle)",NA,29,29,0.624843304901968,FALSE
7,"ICA (oracle)",NA,30,30,0.634448615118475,FALSE
7,"SoftImpute (oracle)",1,0,0,0.734851118401117,NA
7,"SoftImpute (oracle)",1,1,1,0.496300167077667,NA
7,"SoftImpute (oracle)",1,2,2,0.339324565137565,NA
7,"SoftImpute (oracle)",1,3,3,0.176159070812373,NA
7,"SoftImpute (oracle)",1,4,4,0.215747251585057,NA
7,"SoftImpute (oracle)",1,5,5,0.248604690172933,NA
7,"SoftImpute (oracle)",1,6,6,0.276754121423084,NA
7,"SoftImpute (oracle)",1,7,7,0.302066156814876,NA
7,"SoftImpute (oracle)",1,8,8,0.325048019978876,NA
7,"SoftImpute (oracle)",1,9,9,0.34620939582271,NA
7,"SoftImpute (oracle)",1,10,10,0.365998329777931,NA
7,"SoftImpute (oracle)",1,11,11,0.384579217038526,NA
7,"SoftImpute (oracle)",1,12,12,0.402020824237677,NA
7,"SoftImpute (oracle)",1,13,13,0.418534782588407,NA
7,"SoftImpute (oracle)",1,14,14,0.4343835794386,NA
7,"SoftImpute (oracle)",1,15,15,0.44957495408318,NA
7,"SoftImpute (oracle)",1,16,16,0.464072361704555,NA
7,"SoftImpute (oracle)",1,17,17,0.47792624961009,NA
7,"SoftImpute (oracle)",1,18,18,0.491208582729695,NA
7,"SoftImpute (oracle)",1,19,19,0.504035766717021,NA
7,"SoftImpute (oracle)",1,20,20,0.51644257062919,NA
7,"SoftImpute (oracle)",1,21,21,0.528550836961085,NA
7,"SoftImpute (oracle)",1,22,22,0.540292609380902,NA
7,"SoftImpute (oracle)",1,23,23,0.551586071267096,NA
7,"SoftImpute (oracle)",1,24,24,0.562625814128793,NA
7,"SoftImpute (oracle)",1,25,25,0.573366760542066,NA
7,"SoftImpute (oracle)",1,26,26,0.583830557087771,NA
7,"SoftImpute (oracle)",1,27,27,0.594029144586391,NA
7,"SoftImpute (oracle)",1,28,28,0.603984472676757,NA
7,"SoftImpute (oracle)",1,29,29,0.613684606755759,NA
7,"SoftImpute (oracle)",1,30,30,0.623071289886997,NA
8,"PCA (oracle)",NA,0,0,0.804786302253003,NA
8,"PCA (oracle)",NA,1,1,0.50989044935684,NA
8,"PCA (oracle)",NA,2,2,0.373246543561659,NA
8,"PCA (oracle)",NA,3,3,0.176676112069397,NA
8,"PCA (oracle)",NA,4,4,0.217050193026256,NA
8,"PCA (oracle)",NA,5,5,0.250583091533947,NA
8,"PCA (oracle)",NA,6,6,0.279806110483181,NA
8,"PCA (oracle)",NA,7,7,0.305497383293288,NA
8,"PCA (oracle)",NA,8,8,0.329059522289081,NA
8,"PCA (oracle)",NA,9,9,0.35104042341172,NA
8,"PCA (oracle)",NA,10,10,0.371483308272113,NA
8,"PCA (oracle)",NA,11,11,0.390618643540503,NA
8,"PCA (oracle)",NA,12,12,0.408708074108132,NA
8,"PCA (oracle)",NA,13,13,0.425910572827426,NA
8,"PCA (oracle)",NA,14,14,0.442292984826985,NA
8,"PCA (oracle)",NA,15,15,0.457807061228836,NA
8,"PCA (oracle)",NA,16,16,0.472604877194374,NA
8,"PCA (oracle)",NA,17,17,0.48692506026689,NA
8,"PCA (oracle)",NA,18,18,0.500701162568319,NA
8,"PCA (oracle)",NA,19,19,0.513974196976874,NA
8,"PCA (oracle)",NA,20,20,0.526906995189904,NA
8,"PCA (oracle)",NA,21,21,0.539391490664881,NA
8,"PCA (oracle)",NA,22,22,0.551545545061452,NA
8,"PCA (oracle)",NA,23,23,0.563315861700081,NA
8,"PCA (oracle)",NA,24,24,0.574761600792166,NA
8,"PCA (oracle)",NA,25,25,0.585822217411733,NA
8,"PCA (oracle)",NA,26,26,0.596605667432069,NA
8,"PCA (oracle)",NA,27,27,0.607105816109997,NA
8,"PCA (oracle)",NA,28,28,0.61734713850589,NA
8,"PCA (oracle)",NA,29,29,0.627363726009222,NA
8,"PCA (oracle)",NA,30,30,0.637124518105931,NA
8,"ICA (oracle)",NA,0,0,0.804786302253003,NA
8,"ICA (oracle)",NA,1,1,0.50989044935684,TRUE
8,"ICA (oracle)",NA,2,2,0.373246543561659,TRUE
8,"ICA (oracle)",NA,3,3,0.176676112069397,TRUE
8,"ICA (oracle)",NA,4,4,0.217050193026256,TRUE
8,"ICA (oracle)",NA,5,5,0.250583091533947,TRUE
8,"ICA (oracle)",NA,6,6,0.279806110483181,TRUE
8,"ICA (oracle)",NA,7,7,0.305497383293288,FALSE
8,"ICA (oracle)",NA,8,8,0.329059522289081,FALSE
8,"ICA (oracle)",NA,9,9,0.351040423411721,FALSE
8,"ICA (oracle)",NA,10,10,0.371483308272113,FALSE
8,"ICA (oracle)",NA,11,11,0.390618643540503,FALSE
8,"ICA (oracle)",NA,12,12,0.408708074108132,FALSE
8,"ICA (oracle)",NA,13,13,0.425910572827426,FALSE
8,"ICA (oracle)",NA,14,14,0.442292984826985,FALSE
8,"ICA (oracle)",NA,15,15,0.457807061228836,FALSE
8,"ICA (oracle)",NA,16,16,0.472604877194375,FALSE
8,"ICA (oracle)",NA,17,17,0.48692506026689,FALSE
8,"ICA (oracle)",NA,18,18,0.500701162568319,FALSE
8,"ICA (oracle)",NA,19,19,0.513974196976874,FALSE
8,"ICA (oracle)",NA,20,20,0.526906995189904,FALSE
8,"ICA (oracle)",NA,21,21,0.539391490664881,FALSE
8,"ICA (oracle)",NA,22,22,0.551545545061452,FALSE
8,"ICA (oracle)",NA,23,23,0.563315861700081,FALSE
8,"ICA (oracle)",NA,24,24,0.574761600792166,FALSE
8,"ICA (oracle)",NA,25,25,0.585822217411732,FALSE
8,"ICA (oracle)",NA,26,26,0.596605667432069,FALSE
8,"ICA (oracle)",NA,27,27,0.607105816109997,FALSE
8,"ICA (oracle)",NA,28,28,0.61734713850589,FALSE
8,"ICA (oracle)",NA,29,29,0.627363726009222,FALSE
8,"ICA (oracle)",NA,30,30,0.637124518105931,FALSE
8,"SoftImpute (oracle)",1,0,0,0.804786302253003,NA
8,"SoftImpute (oracle)",1,1,1,0.509812787814629,NA
8,"SoftImpute (oracle)",1,2,2,0.372990217039509,NA
8,"SoftImpute (oracle)",1,3,3,0.175823420568418,NA
8,"SoftImpute (oracle)",1,4,4,0.215061300556421,NA
8,"SoftImpute (oracle)",1,5,5,0.24774471234928,NA
8,"SoftImpute (oracle)",1,6,6,0.276270243450803,NA
8,"SoftImpute (oracle)",1,7,7,0.301361971699592,NA
8,"SoftImpute (oracle)",1,8,8,0.324389764338123,NA
8,"SoftImpute (oracle)",1,9,9,0.345884568021048,NA
8,"SoftImpute (oracle)",1,10,10,0.365879882041595,NA
8,"SoftImpute (oracle)",1,11,11,0.384598631627714,NA
8,"SoftImpute (oracle)",1,12,12,0.402296794936668,NA
8,"SoftImpute (oracle)",1,13,13,0.419129303532063,NA
8,"SoftImpute (oracle)",1,14,14,0.435160072136495,NA
8,"SoftImpute (oracle)",1,15,15,0.450338800859273,NA
8,"SoftImpute (oracle)",1,16,16,0.464815394702918,NA
8,"SoftImpute (oracle)",1,17,17,0.478826450082724,NA
8,"SoftImpute (oracle)",1,18,18,0.492304541976311,NA
8,"SoftImpute (oracle)",1,19,19,0.505289602446806,NA
8,"SoftImpute (oracle)",1,20,20,0.517943254461682,NA
8,"SoftImpute (oracle)",1,21,21,0.530156981548977,NA
8,"SoftImpute (oracle)",1,22,22,0.542047756789259,NA
8,"SoftImpute (oracle)",1,23,23,0.553561873790138,NA
8,"SoftImpute (oracle)",1,24,24,0.56475788750378,NA
8,"SoftImpute (oracle)",1,25,25,0.575574976354536,NA
8,"SoftImpute (oracle)",1,26,26,0.586120480130067,NA
8,"SoftImpute (oracle)",1,27,27,0.596387953820312,NA
8,"SoftImpute (oracle)",1,28,28,0.606401524554244,NA
8,"SoftImpute (oracle)",1,29,29,0.616194944410189,NA
8,"SoftImpute (oracle)",1,30,30,0.625736987616808,NA
9,"PCA (oracle)",NA,0,0,0.810828138718337,NA
9,"PCA (oracle)",NA,1,1,0.48727749803604,NA
9,"PCA (oracle)",NA,2,2,0.34740724438448,NA
9,"PCA (oracle)",NA,3,3,0.176149004165686,NA
9,"PCA (oracle)",NA,4,4,0.216418071091452,NA
9,"PCA (oracle)",NA,5,5,0.249944501279267,NA
9,"PCA (oracle)",NA,6,6,0.279057965505904,NA
9,"PCA (oracle)",NA,7,7,0.304950049196514,NA
9,"PCA (oracle)",NA,8,8,0.3286796679922,NA
9,"PCA (oracle)",NA,9,9,0.35049608624551,NA
9,"PCA (oracle)",NA,10,10,0.370883388242944,NA
9,"PCA (oracle)",NA,11,11,0.390101748032011,NA
9,"PCA (oracle)",NA,12,12,0.408143358515095,NA
9,"PCA (oracle)",NA,13,13,0.425277388606614,NA
9,"PCA (oracle)",NA,14,14,0.441574764414711,NA
9,"PCA (oracle)",NA,15,15,0.457156030922446,NA
9,"PCA (oracle)",NA,16,16,0.472020426395929,NA
9,"PCA (oracle)",NA,17,17,0.486292788205485,NA
9,"PCA (oracle)",NA,18,18,0.500037361773092,NA
9,"PCA (oracle)",NA,19,19,0.513240591688429,NA
9,"PCA (oracle)",NA,20,20,0.526132058658195,NA
9,"PCA (oracle)",NA,21,21,0.538572159545122,NA
9,"PCA (oracle)",NA,22,22,0.550574180923581,NA
9,"PCA (oracle)",NA,23,23,0.562278665914791,NA
9,"PCA (oracle)",NA,24,24,0.573694055593323,NA
9,"PCA (oracle)",NA,25,25,0.584742457394824,NA
9,"PCA (oracle)",NA,26,26,0.59553032989072,NA
9,"PCA (oracle)",NA,27,27,0.60604754103961,NA
9,"PCA (oracle)",NA,28,28,0.616287527518447,NA
9,"PCA (oracle)",NA,29,29,0.6262501143598,NA
9,"PCA (oracle)",NA,30,30,0.636045709029876,NA
9,"ICA (oracle)",NA,0,0,0.810828138718337,NA
9,"ICA (oracle)",NA,1,1,0.48727749803604,TRUE
9,"ICA (oracle)",NA,2,2,0.34740724438448,TRUE
9,"ICA (oracle)",NA,3,3,0.176149004165686,TRUE
9,"ICA (oracle)",NA,4,4,0.216418071091452,TRUE
9,"ICA (oracle)",NA,5,5,0.249944501279267,TRUE
9,"ICA (oracle)",NA,6,6,0.279057965505904,FALSE
9,"ICA (oracle)",NA,7,7,0.304950049196514,FALSE
9,"ICA (oracle)",NA,8,8,0.3286796679922,TRUE
9,"ICA (oracle)",NA,9,9,0.35049608624551,FALSE
9,"ICA (oracle)",NA,10,10,0.370883388242944,FALSE
9,"ICA (oracle)",NA,11,11,0.390101748032011,FALSE
9,"ICA (oracle)",NA,12,12,0.408143358515095,FALSE
9,"ICA (oracle)",NA,13,13,0.425277388606614,FALSE
9,"ICA (oracle)",NA,14,14,0.441574764414711,FALSE
9,"ICA (oracle)",NA,15,15,0.457156030922446,FALSE
9,"ICA (oracle)",NA,16,16,0.472020426395929,FALSE
9,"ICA (oracle)",NA,17,17,0.486292788205485,FALSE
9,"ICA (oracle)",NA,18,18,0.500037361773092,FALSE
9,"ICA (oracle)",NA,19,19,0.513240591688429,FALSE
