"simulation","method","lambda","rank","effective_rank","rmse","converged"
9,"ICA (oracle)",NA,20,20,0.526132058658196,FALSE
9,"ICA (oracle)",NA,21,21,0.538572159545122,FALSE
9,"ICA (oracle)",NA,22,22,0.550574180923581,FALSE
9,"ICA (oracle)",NA,23,23,0.562278665914791,FALSE
9,"ICA (oracle)",NA,24,24,0.573694055593323,FALSE
9,"ICA (oracle)",NA,25,25,0.584742457394823,FALSE
9,"ICA (oracle)",NA,26,26,0.59553032989072,FALSE
9,"ICA (oracle)",NA,27,27,0.60604754103961,FALSE
9,"ICA (oracle)",NA,28,28,0.616287527518447,FALSE
9,"ICA (oracle)",NA,29,29,0.6262501143598,FALSE
9,"ICA (oracle)",NA,30,30,0.636045709029876,FALSE
9,"SoftImpute (oracle)",1,0,0,0.810828138718337,NA
9,"SoftImpute (oracle)",1,1,1,0.4872252979918,NA
9,"SoftImpute (oracle)",1,2,2,0.347184165041478,NA
9,"SoftImpute (oracle)",1,3,3,0.17540583757414,NA
9,"SoftImpute (oracle)",1,4,4,0.21451860281174,NA
9,"SoftImpute (oracle)",1,5,5,0.247183127795481,NA
9,"SoftImpute (oracle)",1,6,6,0.275591356621151,NA
9,"SoftImpute (oracle)",1,7,7,0.300876801383873,NA
9,"SoftImpute (oracle)",1,8,8,0.324066760691771,NA
9,"SoftImpute (oracle)",1,9,9,0.345394083846703,NA
9,"SoftImpute (oracle)",1,10,10,0.365330956141278,NA
9,"SoftImpute (oracle)",1,11,11,0.384129877814112,NA
9,"SoftImpute (oracle)",1,12,12,0.401778177068264,NA
9,"SoftImpute (oracle)",1,13,13,0.418540495725906,NA
9,"SoftImpute (oracle)",1,14,14,0.434484762838722,NA
9,"SoftImpute (oracle)",1,15,15,0.449728984139071,NA
9,"SoftImpute (oracle)",1,16,16,0.464270639524341,NA
9,"SoftImpute (oracle)",1,17,17,0.47823279005601,NA
9,"SoftImpute (oracle)",1,18,18,0.491678333258538,NA
9,"SoftImpute (oracle)",1,19,19,0.504592755199944,NA
9,"SoftImpute (oracle)",1,20,20,0.51720423258115,NA
9,"SoftImpute (oracle)",1,21,21,0.529372799700929,NA
9,"SoftImpute (oracle)",1,22,22,0.541111086112592,NA
9,"SoftImpute (oracle)",1,23,23,0.552558754985432,NA
9,"SoftImpute (oracle)",1,24,24,0.563723765168851,NA
9,"SoftImpute (oracle)",1,25,25,0.574527991780538,NA
9,"SoftImpute (oracle)",1,26,26,0.585077272204327,NA
9,"SoftImpute (oracle)",1,27,27,0.595361171794461,NA
9,"SoftImpute (oracle)",1,28,28,0.605372848478452,NA
9,"SoftImpute (oracle)",1,29,29,0.615111862126517,NA
9,"SoftImpute (oracle)",1,30,30,0.624688121970446,NA
10,"PCA (oracle)",NA,0,0,0.76044190194313,NA
10,"PCA (oracle)",NA,1,1,0.467179818034845,NA
10,"PCA (oracle)",NA,2,2,0.332432852881062,NA
10,"PCA (oracle)",NA,3,3,0.175953704245393,NA
10,"PCA (oracle)",NA,4,4,0.216780011559392,NA
10,"PCA (oracle)",NA,5,5,0.250490565060568,NA
10,"PCA (oracle)",NA,6,6,0.279797815791973,NA
10,"PCA (oracle)",NA,7,7,0.306118111843023,NA
10,"PCA (oracle)",NA,8,8,0.329870944980115,NA
10,"PCA (oracle)",NA,9,9,0.35177941388375,NA
10,"PCA (oracle)",NA,10,10,0.372087606334281,NA
10,"PCA (oracle)",NA,11,11,0.391167019013843,NA
10,"PCA (oracle)",NA,12,12,0.409300092827756,NA
10,"PCA (oracle)",NA,13,13,0.42640417517968,NA
10,"PCA (oracle)",NA,14,14,0.442666450937743,NA
10,"PCA (oracle)",NA,15,15,0.458334809603659,NA
10,"PCA (oracle)",NA,16,16,0.473339197772579,NA
10,"PCA (oracle)",NA,17,17,0.48773795771357,NA
10,"PCA (oracle)",NA,18,18,0.501621310035352,NA
10,"PCA (oracle)",NA,19,19,0.514997160073675,NA
10,"PCA (oracle)",NA,20,20,0.527862989474488,NA
10,"PCA (oracle)",NA,21,21,0.540304199985662,NA
10,"PCA (oracle)",NA,22,22,0.552326586948403,NA
10,"PCA (oracle)",NA,23,23,0.564053852437476,NA
10,"PCA (oracle)",NA,24,24,0.575500100752225,NA
10,"PCA (oracle)",NA,25,25,0.586648423412953,NA
10,"PCA (oracle)",NA,26,26,0.597463468800456,NA
10,"PCA (oracle)",NA,27,27,0.608008214128979,NA
10,"PCA (oracle)",NA,28,28,0.618343754083401,NA
10,"PCA (oracle)",NA,29,29,0.628355684920782,NA
10,"PCA (oracle)",NA,30,30,0.638066754944567,NA
10,"ICA (oracle)",NA,0,0,0.76044190194313,NA
10,"ICA (oracle)",NA,1,1,0.467179818034845,TRUE
10,"ICA (oracle)",NA,2,2,0.332432852881062,TRUE
10,"ICA (oracle)",NA,3,3,0.175953704245393,TRUE
10,"ICA (oracle)",NA,4,4,0.216780011559392,TRUE
10,"ICA (oracle)",NA,5,5,0.250490565060568,TRUE
10,"ICA (oracle)",NA,6,6,0.279797815791973,FALSE
10,"ICA (oracle)",NA,7,7,0.306118111843023,TRUE
10,"ICA (oracle)",NA,8,8,0.329870944980115,FALSE
10,"ICA (oracle)",NA,9,9,0.351779413883751,FALSE
10,"ICA (oracle)",NA,10,10,0.372087606334282,FALSE
10,"ICA (oracle)",NA,11,11,0.391167019013844,FALSE
10,"ICA (oracle)",NA,12,12,0.409300092827756,FALSE
10,"ICA (oracle)",NA,13,13,0.42640417517968,FALSE
10,"ICA (oracle)",NA,14,14,0.442666450937744,FALSE
10,"ICA (oracle)",NA,15,15,0.458334809603659,FALSE
10,"ICA (oracle)",NA,16,16,0.473339197772579,FALSE
10,"ICA (oracle)",NA,17,17,0.487737957713571,FALSE
10,"ICA (oracle)",NA,18,18,0.501621310035352,FALSE
10,"ICA (oracle)",NA,19,19,0.514997160073675,FALSE
10,"ICA (oracle)",NA,20,20,0.527862989474489,FALSE
10,"ICA (oracle)",NA,21,21,0.540304199985662,FALSE
10,"ICA (oracle)",NA,22,22,0.552326586948403,FALSE
10,"ICA (oracle)",NA,23,23,0.564053852437476,FALSE
10,"ICA (oracle)",NA,24,24,0.575500100752226,FALSE
10,"ICA (oracle)",NA,25,25,0.586648423412953,FALSE
10,"ICA (oracle)",NA,26,26,0.597463468800456,FALSE
10,"ICA (oracle)",NA,27,27,0.608008214128979,FALSE
10,"ICA (oracle)",NA,28,28,0.618343754083401,FALSE
10,"ICA (oracle)",NA,29,29,0.628355684920782,FALSE
10,"ICA (oracle)",NA,30,30,0.638066754944567,FALSE
10,"SoftImpute (oracle)",1,0,0,0.76044190194313,NA
10,"SoftImpute (oracle)",1,1,1,0.467134345471711,NA
10,"SoftImpute (oracle)",1,2,2,0.332176596392404,NA
10,"SoftImpute (oracle)",1,3,3,0.175084699361101,NA
10,"SoftImpute (oracle)",1,4,4,0.214772520180602,NA
10,"SoftImpute (oracle)",1,5,5,0.247634613228956,NA
10,"SoftImpute (oracle)",1,6,6,0.276245685077625,NA
10,"SoftImpute (oracle)",1,7,7,0.301964889931242,NA
10,"SoftImpute (oracle)",1,8,8,0.325184059245962,NA
10,"SoftImpute (oracle)",1,9,9,0.34660795342192,NA
10,"SoftImpute (oracle)",1,10,10,0.36647002400112,NA
10,"SoftImpute (oracle)",1,11,11,0.385133812463759,NA
10,"SoftImpute (oracle)",1,12,12,0.402876145996464,NA
10,"SoftImpute (oracle)",1,13,13,0.419611090185826,NA
10,"SoftImpute (oracle)",1,14,14,0.43552252951261,NA
10,"SoftImpute (oracle)",1,15,15,0.45085554639077,NA
10,"SoftImpute (oracle)",1,16,16,0.465538574825561,NA
10,"SoftImpute (oracle)",1,17,17,0.47962839572345,NA
10,"SoftImpute (oracle)",1,18,18,0.493213838989433,NA
10,"SoftImpute (oracle)",1,19,19,0.506301813502479,NA
10,"SoftImpute (oracle)",1,20,20,0.518888973179999,NA
10,"SoftImpute (oracle)",1,21,21,0.531059803633513,NA
10,"SoftImpute (oracle)",1,22,22,0.542819474665672,NA
10,"SoftImpute (oracle)",1,23,23,0.554290868647265,NA
10,"SoftImpute (oracle)",1,24,24,0.565487601779222,NA
10,"SoftImpute (oracle)",1,25,25,0.576392397327182,NA
10,"SoftImpute (oracle)",1,26,26,0.586969617680086,NA
10,"SoftImpute (oracle)",1,27,27,0.597281770911327,NA
10,"SoftImpute (oracle)",1,28,28,0.607389525373535,NA
10,"SoftImpute (oracle)",1,29,29,0.617178472293707,NA
10,"SoftImpute (oracle)",1,30,30,0.626671072987344,NA
11,"PCA (oracle)",NA,0,0,0.714462216142844,NA
11,"PCA (oracle)",NA,1,1,0.451516928132883,NA
11,"PCA (oracle)",NA,2,2,0.343488994493816,NA
11,"PCA (oracle)",NA,3,3,0.174904958282107,NA
11,"PCA (oracle)",NA,4,4,0.215313021354908,NA
11,"PCA (oracle)",NA,5,5,0.248501263439973,NA
11,"PCA (oracle)",NA,6,6,0.277488908592679,NA
11,"PCA (oracle)",NA,7,7,0.303167107602126,NA
11,"PCA (oracle)",NA,8,8,0.326623308112261,NA
11,"PCA (oracle)",NA,9,9,0.348329638236261,NA
11,"PCA (oracle)",NA,10,10,0.36860937006336,NA
11,"PCA (oracle)",NA,11,11,0.387593094168906,NA
11,"PCA (oracle)",NA,12,12,0.405487959169536,NA
11,"PCA (oracle)",NA,13,13,0.422420871339274,NA
11,"PCA (oracle)",NA,14,14,0.438505268976471,NA
11,"PCA (oracle)",NA,15,15,0.453726347769686,NA
11,"PCA (oracle)",NA,16,16,0.468409626926624,NA
11,"PCA (oracle)",NA,17,17,0.482503180888218,NA
11,"PCA (oracle)",NA,18,18,0.496109508184653,NA
11,"PCA (oracle)",NA,19,19,0.509272180677092,NA
11,"PCA (oracle)",NA,20,20,0.522051384439782,NA
11,"PCA (oracle)",NA,21,21,0.534318019001973,NA
11,"PCA (oracle)",NA,22,22,0.546123126689697,NA
11,"PCA (oracle)",NA,23,23,0.557724678427226,NA
11,"PCA (oracle)",NA,24,24,0.568919028531025,NA
11,"PCA (oracle)",NA,25,25,0.579820128024783,NA
11,"PCA (oracle)",NA,26,26,0.590442306459185,NA
11,"PCA (oracle)",NA,27,27,0.600830216408491,NA
11,"PCA (oracle)",NA,28,28,0.610982796512181,NA
11,"PCA (oracle)",NA,29,29,0.620715891741533,NA
11,"PCA (oracle)",NA,30,30,0.630286785053025,NA
11,"ICA (oracle)",NA,0,0,0.714462216142844,NA
11,"ICA (oracle)",NA,1,1,0.451516928132883,TRUE
11,"ICA (oracle)",NA,2,2,0.343488994493816,TRUE
11,"ICA (oracle)",NA,3,3,0.174904958282107,TRUE
11,"ICA (oracle)",NA,4,4,0.215313021354908,TRUE
11,"ICA (oracle)",NA,5,5,0.248501263439972,TRUE
11,"ICA (oracle)",NA,6,6,0.277488908592679,TRUE
11,"ICA (oracle)",NA,7,7,0.303167107602126,FALSE
11,"ICA (oracle)",NA,8,8,0.326623308112261,FALSE
11,"ICA (oracle)",NA,9,9,0.348329638236261,FALSE
11,"ICA (oracle)",NA,10,10,0.368609370063359,FALSE
11,"ICA (oracle)",NA,11,11,0.387593094168906,FALSE
11,"ICA (oracle)",NA,12,12,0.405487959169535,FALSE
11,"ICA (oracle)",NA,13,13,0.422420871339274,FALSE
11,"ICA (oracle)",NA,14,14,0.438505268976471,FALSE
11,"ICA (oracle)",NA,15,15,0.453726347769686,FALSE
11,"ICA (oracle)",NA,16,16,0.468409626926624,FALSE
11,"ICA (oracle)",NA,17,17,0.482503180888218,FALSE
11,"ICA (oracle)",NA,18,18,0.496109508184653,FALSE
11,"ICA (oracle)",NA,19,19,0.509272180677092,FALSE
11,"ICA (oracle)",NA,20,20,0.522051384439781,FALSE
11,"ICA (oracle)",NA,21,21,0.534318019001973,FALSE
11,"ICA (oracle)",NA,22,22,0.546123126689697,FALSE
11,"ICA (oracle)",NA,23,23,0.557724678427226,FALSE
11,"ICA (oracle)",NA,24,24,0.568919028531025,FALSE
11,"ICA (oracle)",NA,25,25,0.579820128024783,FALSE
11,"ICA (oracle)",NA,26,26,0.590442306459185,FALSE
11,"ICA (oracle)",NA,27,27,0.60083021640849,FALSE
11,"ICA (oracle)",NA,28,28,0.61098279651218,FALSE
11,"ICA (oracle)",NA,29,29,0.620715891741533,FALSE
11,"ICA (oracle)",NA,30,30,0.630286785053025,FALSE
11,"SoftImpute (oracle)",1,0,0,0.714462216142844,NA
11,"SoftImpute (oracle)",1,1,1,0.451442014545001,NA
11,"SoftImpute (oracle)",1,2,2,0.343193822332808,NA
11,"SoftImpute (oracle)",1,3,3,0.173975793706885,NA
11,"SoftImpute (oracle)",1,4,4,0.213257968384348,NA
11,"SoftImpute (oracle)",1,5,5,0.24560595931079,NA
11,"SoftImpute (oracle)",1,6,6,0.273901964224479,NA
11,"SoftImpute (oracle)",1,7,7,0.298983955884446,NA
11,"SoftImpute (oracle)",1,8,8,0.321908905070135,NA
11,"SoftImpute (oracle)",1,9,9,0.343132315191664,NA
11,"SoftImpute (oracle)",1,10,10,0.362966761764316,NA
11,"SoftImpute (oracle)",1,11,11,0.381535819929062,NA
11,"SoftImpute (oracle)",1,12,12,0.39904121639496,NA
11,"SoftImpute (oracle)",1,13,13,0.415605933888824,NA
11,"SoftImpute (oracle)",1,14,14,0.431340365098731,NA
11,"SoftImpute (oracle)",1,15,15,0.446227600389312,NA
11,"SoftImpute (oracle)",1,16,16,0.460590563141791,NA
11,"SoftImpute (oracle)",1,17,17,0.474376102791779,NA
11,"SoftImpute (oracle)",1,18,18,0.487685310904987,NA
11,"SoftImpute (oracle)",1,19,19,0.50056069660096,NA
11,"SoftImpute (oracle)",1,20,20,0.513061492284114,NA
11,"SoftImpute (oracle)",1,21,21,0.52505819922844,NA
11,"SoftImpute (oracle)",1,22,22,0.536601123762205,NA
11,"SoftImpute (oracle)",1,23,23,0.547947099214249,NA
11,"SoftImpute (oracle)",1,24,24,0.558892504429802,NA
11,"SoftImpute (oracle)",1,25,25,0.569550613204907,NA
11,"SoftImpute (oracle)",1,26,26,0.579935361948403,NA
11,"SoftImpute (oracle)",1,27,27,0.59009098051776,NA
11,"SoftImpute (oracle)",1,28,28,0.600016123950785,NA
11,"SoftImpute (oracle)",1,29,29,0.60952680970668,NA
11,"SoftImpute (oracle)",1,30,30,0.618879466443508,NA
12,"PCA (oracle)",NA,0,0,0.860808969767653,NA
12,"PCA (oracle)",NA,1,1,0.562007868812442,NA
12,"PCA (oracle)",NA,2,2,0.401555254661548,NA
12,"PCA (oracle)",NA,3,3,0.176288998940308,NA
12,"PCA (oracle)",NA,4,4,0.216585337649972,NA
12,"PCA (oracle)",NA,5,5,0.249832410919612,NA
12,"PCA (oracle)",NA,6,6,0.278870949036322,NA
12,"PCA (oracle)",NA,7,7,0.304789975139397,NA
12,"PCA (oracle)",NA,8,8,0.328459574376109,NA
12,"PCA (oracle)",NA,9,9,0.350204720705278,NA
12,"PCA (oracle)",NA,10,10,0.370438785262432,NA
12,"PCA (oracle)",NA,11,11,0.38956543647334,NA
12,"PCA (oracle)",NA,12,12,0.407424319630457,NA
12,"PCA (oracle)",NA,13,13,0.42442992434387,NA
12,"PCA (oracle)",NA,14,14,0.440566409951636,NA
12,"PCA (oracle)",NA,15,15,0.456126132276668,NA
12,"PCA (oracle)",NA,16,16,0.471050159734226,NA
12,"PCA (oracle)",NA,17,17,0.485234576641078,NA
12,"PCA (oracle)",NA,18,18,0.499023671186575,NA
12,"PCA (oracle)",NA,19,19,0.512179655930481,NA
12,"PCA (oracle)",NA,20,20,0.524879479862301,NA
12,"PCA (oracle)",NA,21,21,0.537313840839087,NA
12,"PCA (oracle)",NA,22,22,0.549316289292376,NA
12,"PCA (oracle)",NA,23,23,0.560946109257782,NA
12,"PCA (oracle)",NA,24,24,0.572210620264366,NA
12,"PCA (oracle)",NA,25,25,0.583204145264215,NA
12,"PCA (oracle)",NA,26,26,0.593896880152834,NA
12,"PCA (oracle)",NA,27,27,0.604384993018569,NA
12,"PCA (oracle)",NA,28,28,0.614616965183068,NA
12,"PCA (oracle)",NA,29,29,0.624592335835316,NA
12,"PCA (oracle)",NA,30,30,0.634349803870284,NA
12,"ICA (oracle)",NA,0,0,0.860808969767653,NA
12,"ICA (oracle)",NA,1,1,0.562007868812442,TRUE
12,"ICA (oracle)",NA,2,2,0.401555254661547,TRUE
12,"ICA (oracle)",NA,3,3,0.176288998940309,TRUE
12,"ICA (oracle)",NA,4,4,0.216585337649972,TRUE
12,"ICA (oracle)",NA,5,5,0.249832410919612,TRUE
12,"ICA (oracle)",NA,6,6,0.278870949036322,TRUE
12,"ICA (oracle)",NA,7,7,0.304789975139397,FALSE
12,"ICA (oracle)",NA,8,8,0.32845957437611,FALSE
12,"ICA (oracle)",NA,9,9,0.350204720705278,FALSE
12,"ICA (oracle)",NA,10,10,0.370438785262432,FALSE
12,"ICA (oracle)",NA,11,11,0.38956543647334,FALSE
12,"ICA (oracle)",NA,12,12,0.407424319630457,FALSE
12,"ICA (oracle)",NA,13,13,0.424429924343871,FALSE
12,"ICA (oracle)",NA,14,14,0.440566409951636,FALSE
12,"ICA (oracle)",NA,15,15,0.456126132276668,FALSE
12,"ICA (oracle)",NA,16,16,0.471050159734226,FALSE
12,"ICA (oracle)",NA,17,17,0.485234576641078,FALSE
12,"ICA (oracle)",NA,18,18,0.499023671186575,FALSE
12,"ICA (oracle)",NA,19,19,0.512179655930481,FALSE
12,"ICA (oracle)",NA,20,20,0.524879479862301,FALSE
12,"ICA (oracle)",NA,21,21,0.537313840839087,FALSE
12,"ICA (oracle)",NA,22,22,0.549316289292377,FALSE
12,"ICA (oracle)",NA,23,23,0.560946109257782,FALSE
12,"ICA (oracle)",NA,24,24,0.572210620264365,FALSE
12,"ICA (oracle)",NA,25,25,0.583204145264215,FALSE
12,"ICA (oracle)",NA,26,26,0.593896880152834,FALSE
12,"ICA (oracle)",NA,27,27,0.604384993018569,FALSE
12,"ICA (oracle)",NA,28,28,0.614616965183068,FALSE
12,"ICA (oracle)",NA,29,29,0.624592335835316,FALSE
12,"ICA (oracle)",NA,30,30,0.634349803870284,FALSE
12,"SoftImpute (oracle)",1,0,0,0.860808969767653,NA
12,"SoftImpute (oracle)",1,1,1,0.561977611436193,NA
12,"SoftImpute (oracle)",1,2,2,0.401379370055367,NA
12,"SoftImpute (oracle)",1,3,3,0.175572654505475,NA
12,"SoftImpute (oracle)",1,4,4,0.214707841626602,NA
12,"SoftImpute (oracle)",1,5,5,0.247092249220981,NA
12,"SoftImpute (oracle)",1,6,6,0.275423719845005,NA
12,"SoftImpute (oracle)",1,7,7,0.300734259344257,NA
12,"SoftImpute (oracle)",1,8,8,0.323863150694218,NA
12,"SoftImpute (oracle)",1,9,9,0.345118406935089,NA
12,"SoftImpute (oracle)",1,10,10,0.364901676102239,NA
12,"SoftImpute (oracle)",1,11,11,0.38360836545401,NA
12,"SoftImpute (oracle)",1,12,12,0.401073787596496,NA
12,"SoftImpute (oracle)",1,13,13,0.417707387670642,NA
12,"SoftImpute (oracle)",1,14,14,0.433490607265472,NA
12,"SoftImpute (oracle)",1,15,15,0.448712765300987,NA
12,"SoftImpute (oracle)",1,16,16,0.463313377161707,NA
12,"SoftImpute (oracle)",1,17,17,0.477187355836033,NA
12,"SoftImpute (oracle)",1,18,18,0.490676882467323,NA
12,"SoftImpute (oracle)",1,19,19,0.503543802296353,NA
12,"SoftImpute (oracle)",1,20,20,0.515963753004571,NA
12,"SoftImpute (oracle)",1,21,21,0.528126244831707,NA
12,"SoftImpute (oracle)",1,22,22,0.539864633916249,NA
12,"SoftImpute (oracle)",1,23,23,0.551237514378809,NA
12,"SoftImpute (oracle)",1,24,24,0.562251716104776,NA
12,"SoftImpute (oracle)",1,25,25,0.573000914421472,NA
12,"SoftImpute (oracle)",1,26,26,0.58345501064026,NA
12,"SoftImpute (oracle)",1,27,27,0.593709619671595,NA
12,"SoftImpute (oracle)",1,28,28,0.603713053513732,NA
12,"SoftImpute (oracle)",1,29,29,0.613464586844013,NA
12,"SoftImpute (oracle)",1,30,30,0.623002587199441,NA
13,"PCA (oracle)",NA,0,0,0.780785439818883,NA
13,"PCA (oracle)",NA,1,1,0.518469248742723,NA
13,"PCA (oracle)",NA,2,2,0.363662979996116,NA
13,"PCA (oracle)",NA,3,3,0.173307690693416,NA
13,"PCA (oracle)",NA,4,4,0.214927307297602,NA
13,"PCA (oracle)",NA,5,5,0.248737066883193,NA
13,"PCA (oracle)",NA,6,6,0.278032952501742,NA
13,"PCA (oracle)",NA,7,7,0.304230117565128,NA
13,"PCA (oracle)",NA,8,8,0.328067111747615,NA
13,"PCA (oracle)",NA,9,9,0.35015897618069,NA
13,"PCA (oracle)",NA,10,10,0.370727837115654,NA
13,"PCA (oracle)",NA,11,11,0.38994620300159,NA
13,"PCA (oracle)",NA,12,12,0.40812424871461,NA
13,"PCA (oracle)",NA,13,13,0.425449224047547,NA
13,"PCA (oracle)",NA,14,14,0.44189115640691,NA
13,"PCA (oracle)",NA,15,15,0.457579276050177,NA
13,"PCA (oracle)",NA,16,16,0.472588118318052,NA
13,"PCA (oracle)",NA,17,17,0.48699072014781,NA
13,"PCA (oracle)",NA,18,18,0.500768417607048,NA
13,"PCA (oracle)",NA,19,19,0.51403159676653,NA
13,"PCA (oracle)",NA,20,20,0.526848104447723,NA
13,"PCA (oracle)",NA,21,21,0.539261806914552,NA
13,"PCA (oracle)",NA,22,22,0.55125295832327,NA
13,"PCA (oracle)",NA,23,23,0.562901268616424,NA
13,"PCA (oracle)",NA,24,24,0.574230799526657,NA
13,"PCA (oracle)",NA,25,25,0.585240413902537,NA
13,"PCA (oracle)",NA,26,26,0.595921014348873,NA
13,"PCA (oracle)",NA,27,27,0.606352476738732,NA
13,"PCA (oracle)",NA,28,28,0.61657226337403,NA
13,"PCA (oracle)",NA,29,29,0.626497104767173,NA
13,"PCA (oracle)",NA,30,30,0.636231658469746,NA
13,"ICA (oracle)",NA,0,0,0.780785439818883,NA
13,"ICA (oracle)",NA,1,1,0.518469248742723,TRUE
13,"ICA (oracle)",NA,2,2,0.363662979996116,TRUE
13,"ICA (oracle)",NA,3,3,0.173307690693416,TRUE
13,"ICA (oracle)",NA,4,4,0.214927307297602,TRUE
13,"ICA (oracle)",NA,5,5,0.248737066883193,TRUE
13,"ICA (oracle)",NA,6,6,0.278032952501742,TRUE
13,"ICA (oracle)",NA,7,7,0.304230117565128,FALSE
13,"ICA (oracle)",NA,8,8,0.328067111747615,FALSE
13,"ICA (oracle)",NA,9,9,0.35015897618069,TRUE
13,"ICA (oracle)",NA,10,10,0.370727837115653,FALSE
13,"ICA (oracle)",NA,11,11,0.38994620300159,FALSE
13,"ICA (oracle)",NA,12,12,0.40812424871461,FALSE
13,"ICA (oracle)",NA,13,13,0.425449224047547,FALSE
13,"ICA (oracle)",NA,14,14,0.441891156406909,FALSE
13,"ICA (oracle)",NA,15,15,0.457579276050176,FALSE
13,"ICA (oracle)",NA,16,16,0.472588118318052,FALSE
13,"ICA (oracle)",NA,17,17,0.486990720147809,FALSE
13,"ICA (oracle)",NA,18,18,0.500768417607048,FALSE
13,"ICA (oracle)",NA,19,19,0.51403159676653,FALSE
13,"ICA (oracle)",NA,20,20,0.526848104447723,FALSE
13,"ICA (oracle)",NA,21,21,0.539261806914552,FALSE
13,"ICA (oracle)",NA,22,22,0.55125295832327,FALSE
13,"ICA (oracle)",NA,23,23,0.562901268616424,FALSE
13,"ICA (oracle)",NA,24,24,0.574230799526656,FALSE
13,"ICA (oracle)",NA,25,25,0.585240413902536,FALSE
13,"ICA (oracle)",NA,26,26,0.595921014348873,FALSE
13,"ICA (oracle)",NA,27,27,0.606352476738732,FALSE
13,"ICA (oracle)",NA,28,28,0.61657226337403,FALSE
13,"ICA (oracle)",NA,29,29,0.626497104767173,FALSE
13,"ICA (oracle)",NA,30,30,0.636231658469746,FALSE
13,"SoftImpute (oracle)",1,0,0,0.780785439818883,NA
13,"SoftImpute (oracle)",1,1,1,0.518422805340681,NA
13,"SoftImpute (oracle)",1,2,2,0.363480474819668,NA
13,"SoftImpute (oracle)",1,3,3,0.172625027068145,NA
13,"SoftImpute (oracle)",1,4,4,0.213058950822479,NA
13,"SoftImpute (oracle)",1,5,5,0.245999110095237,NA
13,"SoftImpute (oracle)",1,6,6,0.274585499135461,NA
13,"SoftImpute (oracle)",1,7,7,0.300172457264484,NA
13,"SoftImpute (oracle)",1,8,8,0.323467977648454,NA
13,"SoftImpute (oracle)",1,9,9,0.345068680353404,NA
13,"SoftImpute (oracle)",1,10,10,0.365185767550369,NA
13,"SoftImpute (oracle)",1,11,11,0.383984162080645,NA
13,"SoftImpute (oracle)",1,12,12,0.401768023514215,NA
13,"SoftImpute (oracle)",1,13,13,0.418720375521404,NA
13,"SoftImpute (oracle)",1,14,14,0.43480851978198,NA
13,"SoftImpute (oracle)",1,15,15,0.450159088315373,NA
13,"SoftImpute (oracle)",1,16,16,0.464844632741978,NA
13,"SoftImpute (oracle)",1,17,17,0.47893654974004,NA
13,"SoftImpute (oracle)",1,18,18,0.492415023614831,NA
13,"SoftImpute (oracle)",1,19,19,0.50538915206351,NA
13,"SoftImpute (oracle)",1,20,20,0.517925769078855,NA
13,"SoftImpute (oracle)",1,21,21,0.530067915964004,NA
13,"SoftImpute (oracle)",1,22,22,0.541795277213126,NA
13,"SoftImpute (oracle)",1,23,23,0.553186826973161,NA
13,"SoftImpute (oracle)",1,24,24,0.564266100607344,NA
13,"SoftImpute (oracle)",1,25,25,0.57503155080565,NA
13,"SoftImpute (oracle)",1,26,26,0.585473733585251,NA
13,"SoftImpute (oracle)",1,27,27,0.595672002566032,NA
13,"SoftImpute (oracle)",1,28,28,0.605663441155155,NA
13,"SoftImpute (oracle)",1,29,29,0.615364717475345,NA
13,"SoftImpute (oracle)",1,30,30,0.624879997912094,NA
14,"PCA (oracle)",NA,0,0,0.808874684148119,NA
14,"PCA (oracle)",NA,1,1,0.515707299138653,NA
14,"PCA (oracle)",NA,2,2,0.372501865774408,NA
14,"PCA (oracle)",NA,3,3,0.175293334707683,NA
14,"PCA (oracle)",NA,4,4,0.215036733165867,NA
14,"PCA (oracle)",NA,5,5,0.248166817319932,NA
14,"PCA (oracle)",NA,6,6,0.276828938581312,NA
14,"PCA (oracle)",NA,7,7,0.302564159276727,NA
14,"PCA (oracle)",NA,8,8,0.325996140479561,NA
14,"PCA (oracle)",NA,9,9,0.347742781573527,NA
14,"PCA (oracle)",NA,10,10,0.368044041440071,NA
14,"PCA (oracle)",NA,11,11,0.387166362351425,NA
14,"PCA (oracle)",NA,12,12,0.405096542249655,NA
14,"PCA (oracle)",NA,13,13,0.422142640411734,NA
14,"PCA (oracle)",NA,14,14,0.438246616761609,NA
14,"PCA (oracle)",NA,15,15,0.453694373318704,NA
14,"PCA (oracle)",NA,16,16,0.468481378739264,NA
14,"PCA (oracle)",NA,17,17,0.482543477243825,NA
14,"PCA (oracle)",NA,18,18,0.496181905558709,NA
14,"PCA (oracle)",NA,19,19,0.509416185800397,NA
14,"PCA (oracle)",NA,20,20,0.522247001838804,NA
14,"PCA (oracle)",NA,21,21,0.534681002257505,NA
14,"PCA (oracle)",NA,22,22,0.546761891072129,NA
14,"PCA (oracle)",NA,23,23,0.558496180454923,NA
14,"PCA (oracle)",NA,24,24,0.569808355377393,NA
14,"PCA (oracle)",NA,25,25,0.58079126360741,NA
14,"PCA (oracle)",NA,26,26,0.59147198953073,NA
14,"PCA (oracle)",NA,27,27,0.601923515032718,NA
14,"PCA (oracle)",NA,28,28,0.612027940296974,NA
14,"PCA (oracle)",NA,29,29,0.621950161766426,NA
14,"PCA (oracle)",NA,30,30,0.631666680029898,NA
14,"ICA (oracle)",NA,0,0,0.808874684148119,NA
