"simulation","method","lambda","rank","effective_rank","rmse","converged"
14,"PCA (oracle)",NA,0,0,0.798181277563721,NA
14,"PCA (oracle)",NA,1,1,0.508851319840815,NA
14,"PCA (oracle)",NA,2,2,0.35537168469453,NA
14,"PCA (oracle)",NA,3,3,0.175517100373403,NA
14,"PCA (oracle)",NA,4,4,0.216692988025148,NA
14,"PCA (oracle)",NA,5,5,0.250424542825297,NA
14,"PCA (oracle)",NA,6,6,0.279432372022727,NA
14,"PCA (oracle)",NA,7,7,0.305327484907075,NA
14,"PCA (oracle)",NA,8,8,0.328929603636905,NA
14,"PCA (oracle)",NA,9,9,0.350853400491566,NA
14,"PCA (oracle)",NA,10,10,0.371249029222267,NA
14,"PCA (oracle)",NA,11,11,0.390363333266026,NA
14,"PCA (oracle)",NA,12,12,0.40830919778589,NA
14,"PCA (oracle)",NA,13,13,0.425471396258781,NA
14,"PCA (oracle)",NA,14,14,0.441812819769032,NA
14,"PCA (oracle)",NA,15,15,0.457253430515948,NA
14,"PCA (oracle)",NA,16,16,0.472104966997339,NA
14,"PCA (oracle)",NA,17,17,0.486408445711712,NA
14,"PCA (oracle)",NA,18,18,0.50001782911766,NA
14,"PCA (oracle)",NA,19,19,0.51315971693862,NA
14,"PCA (oracle)",NA,20,20,0.525937120680625,NA
14,"PCA (oracle)",NA,21,21,0.53832989751755,NA
14,"PCA (oracle)",NA,22,22,0.550361969572936,NA
14,"PCA (oracle)",NA,23,23,0.562069859876622,NA
14,"PCA (oracle)",NA,24,24,0.57335630078311,NA
14,"PCA (oracle)",NA,25,25,0.584293191351298,NA
14,"PCA (oracle)",NA,26,26,0.594987582195481,NA
14,"PCA (oracle)",NA,27,27,0.605375371498807,NA
14,"PCA (oracle)",NA,28,28,0.615529297058596,NA
14,"PCA (oracle)",NA,29,29,0.625426128522779,NA
14,"PCA (oracle)",NA,30,30,0.63509554312868,NA
14,"ICA (oracle)",NA,0,0,0.798181277563721,NA
14,"ICA (oracle)",NA,1,1,0.508851319840815,TRUE
14,"ICA (oracle)",NA,2,2,0.35537168469453,TRUE
14,"ICA (oracle)",NA,3,3,0.175517100373403,TRUE
14,"ICA (oracle)",NA,4,4,0.216692988025148,TRUE
14,"ICA (oracle)",NA,5,5,0.250424542825297,FALSE
14,"ICA (oracle)",NA,6,6,0.279432372022727,TRUE
14,"ICA (oracle)",NA,7,7,0.305327484907075,FALSE
14,"ICA (oracle)",NA,8,8,0.328929603636905,FALSE
14,"ICA (oracle)",NA,9,9,0.350853400491566,FALSE
14,"ICA (oracle)",NA,10,10,0.371249029222267,FALSE
14,"ICA (oracle)",NA,11,11,0.390363333266026,FALSE
14,"ICA (oracle)",NA,12,12,0.40830919778589,FALSE
14,"ICA (oracle)",NA,13,13,0.425471396258781,FALSE
14,"ICA (oracle)",NA,14,14,0.441812819769032,FALSE
14,"ICA (oracle)",NA,15,15,0.457253430515949,FALSE
14,"ICA (oracle)",NA,16,16,0.472104966997339,FALSE
14,"ICA (oracle)",NA,17,17,0.486408445711712,FALSE
14,"ICA (oracle)",NA,18,18,0.50001782911766,FALSE
14,"ICA (oracle)",NA,19,19,0.513159716938621,FALSE
14,"ICA (oracle)",NA,20,20,0.525937120680625,FALSE
14,"ICA (oracle)",NA,21,21,0.53832989751755,FALSE
14,"ICA (oracle)",NA,22,22,0.550361969572936,FALSE
14,"ICA (oracle)",NA,23,23,0.562069859876622,FALSE
14,"ICA (oracle)",NA,24,24,0.573356300783111,FALSE
14,"ICA (oracle)",NA,25,25,0.584293191351298,FALSE
14,"ICA (oracle)",NA,26,26,0.594987582195481,FALSE
14,"ICA (oracle)",NA,27,27,0.605375371498807,FALSE
14,"ICA (oracle)",NA,28,28,0.615529297058596,FALSE
14,"ICA (oracle)",NA,29,29,0.62542612852278,FALSE
14,"ICA (oracle)",NA,30,30,0.63509554312868,FALSE
14,"SoftImpute (oracle)",1,0,0,0.798181277563721,NA
14,"SoftImpute (oracle)",1,1,1,0.508786202991471,NA
14,"SoftImpute (oracle)",1,2,2,0.35516516392938,NA
14,"SoftImpute (oracle)",1,3,3,0.174719847707682,NA
14,"SoftImpute (oracle)",1,4,4,0.214740074975038,NA
14,"SoftImpute (oracle)",1,5,5,0.247615698516985,NA
14,"SoftImpute (oracle)",1,6,6,0.275924077232594,NA
14,"SoftImpute (oracle)",1,7,7,0.301216205069095,NA
14,"SoftImpute (oracle)",1,8,8,0.324282040999569,NA
14,"SoftImpute (oracle)",1,9,9,0.345718541398261,NA
14,"SoftImpute (oracle)",1,10,10,0.365665576337851,NA
14,"SoftImpute (oracle)",1,11,11,0.384362351281151,NA
14,"SoftImpute (oracle)",1,12,12,0.401916511097,NA
14,"SoftImpute (oracle)",1,13,13,0.418708039619678,NA
14,"SoftImpute (oracle)",1,14,14,0.434697225485494,NA
14,"SoftImpute (oracle)",1,15,15,0.4498020550923,NA
14,"SoftImpute (oracle)",1,16,16,0.464331655347639,NA
14,"SoftImpute (oracle)",1,17,17,0.478325537471937,NA
14,"SoftImpute (oracle)",1,18,18,0.491636868030434,NA
14,"SoftImpute (oracle)",1,19,19,0.504490665484093,NA
14,"SoftImpute (oracle)",1,20,20,0.5169888648933,NA
14,"SoftImpute (oracle)",1,21,21,0.529110678900666,NA
14,"SoftImpute (oracle)",1,22,22,0.540879363036274,NA
14,"SoftImpute (oracle)",1,23,23,0.552330823094618,NA
14,"SoftImpute (oracle)",1,24,24,0.563367552472494,NA
14,"SoftImpute (oracle)",1,25,25,0.574060862166548,NA
14,"SoftImpute (oracle)",1,26,26,0.584517180366001,NA
14,"SoftImpute (oracle)",1,27,27,0.59467223711614,NA
14,"SoftImpute (oracle)",1,28,28,0.60459830404702,NA
14,"SoftImpute (oracle)",1,29,29,0.614271946843411,NA
14,"SoftImpute (oracle)",1,30,30,0.623722534720326,NA
15,"PCA (oracle)",NA,0,0,0.727845553973033,NA
15,"PCA (oracle)",NA,1,1,0.483416048063575,NA
15,"PCA (oracle)",NA,2,2,0.3600229828838,NA
15,"PCA (oracle)",NA,3,3,0.173450213677051,NA
15,"PCA (oracle)",NA,4,4,0.214493603130931,NA
15,"PCA (oracle)",NA,5,5,0.248364033359255,NA
15,"PCA (oracle)",NA,6,6,0.277898948335604,NA
15,"PCA (oracle)",NA,7,7,0.304185502842565,NA
15,"PCA (oracle)",NA,8,8,0.328138888012888,NA
15,"PCA (oracle)",NA,9,9,0.349988583231817,NA
15,"PCA (oracle)",NA,10,10,0.370493694074321,NA
15,"PCA (oracle)",NA,11,11,0.389462228507109,NA
15,"PCA (oracle)",NA,12,12,0.407426470362043,NA
15,"PCA (oracle)",NA,13,13,0.424482900073596,NA
15,"PCA (oracle)",NA,14,14,0.440692872161619,NA
15,"PCA (oracle)",NA,15,15,0.456187355477766,NA
15,"PCA (oracle)",NA,16,16,0.471125673405679,NA
15,"PCA (oracle)",NA,17,17,0.485445854583215,NA
15,"PCA (oracle)",NA,18,18,0.499262491507411,NA
15,"PCA (oracle)",NA,19,19,0.512616116252257,NA
15,"PCA (oracle)",NA,20,20,0.525378189430933,NA
15,"PCA (oracle)",NA,21,21,0.537812984813162,NA
15,"PCA (oracle)",NA,22,22,0.5498364531681,NA
15,"PCA (oracle)",NA,23,23,0.5615945340125,NA
15,"PCA (oracle)",NA,24,24,0.572946279188873,NA
15,"PCA (oracle)",NA,25,25,0.58400539719239,NA
15,"PCA (oracle)",NA,26,26,0.594822312433456,NA
15,"PCA (oracle)",NA,27,27,0.605332486906952,NA
15,"PCA (oracle)",NA,28,28,0.615504449855042,NA
15,"PCA (oracle)",NA,29,29,0.625471816671708,NA
15,"PCA (oracle)",NA,30,30,0.635201245448157,NA
15,"ICA (oracle)",NA,0,0,0.727845553973033,NA
15,"ICA (oracle)",NA,1,1,0.483416048063575,TRUE
15,"ICA (oracle)",NA,2,2,0.3600229828838,TRUE
15,"ICA (oracle)",NA,3,3,0.173450213677051,TRUE
15,"ICA (oracle)",NA,4,4,0.214493603130931,TRUE
15,"ICA (oracle)",NA,5,5,0.248364033359255,TRUE
15,"ICA (oracle)",NA,6,6,0.277898948335604,FALSE
15,"ICA (oracle)",NA,7,7,0.304185502842565,TRUE
15,"ICA (oracle)",NA,8,8,0.328138888012889,FALSE
15,"ICA (oracle)",NA,9,9,0.349988583231816,FALSE
15,"ICA (oracle)",NA,10,10,0.370493694074322,FALSE
15,"ICA (oracle)",NA,11,11,0.389462228507109,FALSE
15,"ICA (oracle)",NA,12,12,0.407426470362043,FALSE
15,"ICA (oracle)",NA,13,13,0.424482900073596,FALSE
15,"ICA (oracle)",NA,14,14,0.440692872161618,FALSE
15,"ICA (oracle)",NA,15,15,0.456187355477766,FALSE
15,"ICA (oracle)",NA,16,16,0.471125673405679,FALSE
15,"ICA (oracle)",NA,17,17,0.485445854583215,FALSE
15,"ICA (oracle)",NA,18,18,0.499262491507411,FALSE
15,"ICA (oracle)",NA,19,19,0.512616116252257,FALSE
15,"ICA (oracle)",NA,20,20,0.525378189430933,FALSE
15,"ICA (oracle)",NA,21,21,0.537812984813162,FALSE
15,"ICA (oracle)",NA,22,22,0.5498364531681,FALSE
15,"ICA (oracle)",NA,23,23,0.561594534012501,FALSE
15,"ICA (oracle)",NA,24,24,0.572946279188873,FALSE
15,"ICA (oracle)",NA,25,25,0.584005397192389,FALSE
15,"ICA (oracle)",NA,26,26,0.594822312433456,FALSE
15,"ICA (oracle)",NA,27,27,0.605332486906951,FALSE
15,"ICA (oracle)",NA,28,28,0.615504449855042,FALSE
15,"ICA (oracle)",NA,29,29,0.625471816671708,FALSE
15,"ICA (oracle)",NA,30,30,0.635201245448157,FALSE
15,"SoftImpute (oracle)",1,0,0,0.727845553973033,NA
15,"SoftImpute (oracle)",1,1,1,0.483355011117905,NA
15,"SoftImpute (oracle)",1,2,2,0.359783462488987,NA
15,"SoftImpute (oracle)",1,3,3,0.172603461048738,NA
15,"SoftImpute (oracle)",1,4,4,0.212497457498959,NA
15,"SoftImpute (oracle)",1,5,5,0.24551457398831,NA
15,"SoftImpute (oracle)",1,6,6,0.274350119106952,NA
15,"SoftImpute (oracle)",1,7,7,0.30003465016046,NA
15,"SoftImpute (oracle)",1,8,8,0.323452799641354,NA
15,"SoftImpute (oracle)",1,9,9,0.344817665301798,NA
15,"SoftImpute (oracle)",1,10,10,0.364875620468199,NA
15,"SoftImpute (oracle)",1,11,11,0.383428647685594,NA
15,"SoftImpute (oracle)",1,12,12,0.401002430859644,NA
15,"SoftImpute (oracle)",1,13,13,0.417689640097689,NA
15,"SoftImpute (oracle)",1,14,14,0.433548726160989,NA
15,"SoftImpute (oracle)",1,15,15,0.448708144146143,NA
15,"SoftImpute (oracle)",1,16,16,0.463325090775704,NA
15,"SoftImpute (oracle)",1,17,17,0.477336358930197,NA
15,"SoftImpute (oracle)",1,18,18,0.490855088933159,NA
15,"SoftImpute (oracle)",1,19,19,0.503920742417298,NA
15,"SoftImpute (oracle)",1,20,20,0.516404251159186,NA
15,"SoftImpute (oracle)",1,21,21,0.528568544159865,NA
15,"SoftImpute (oracle)",1,22,22,0.54032916658113,NA
15,"SoftImpute (oracle)",1,23,23,0.551831191643272,NA
15,"SoftImpute (oracle)",1,24,24,0.562933529351836,NA
15,"SoftImpute (oracle)",1,25,25,0.573749214025024,NA
15,"SoftImpute (oracle)",1,26,26,0.584328194864938,NA
15,"SoftImpute (oracle)",1,27,27,0.594605755152205,NA
15,"SoftImpute (oracle)",1,28,28,0.604550202164044,NA
15,"SoftImpute (oracle)",1,29,29,0.614294582455203,NA
15,"SoftImpute (oracle)",1,30,30,0.623805396257833,NA
16,"PCA (oracle)",NA,0,0,0.79926446222534,NA
16,"PCA (oracle)",NA,1,1,0.544339958542583,NA
16,"PCA (oracle)",NA,2,2,0.368530508985371,NA
16,"PCA (oracle)",NA,3,3,0.173539066219112,NA
16,"PCA (oracle)",NA,4,4,0.214749013016025,NA
16,"PCA (oracle)",NA,5,5,0.248994596616288,NA
16,"PCA (oracle)",NA,6,6,0.278876528896255,NA
16,"PCA (oracle)",NA,7,7,0.305367488426155,NA
16,"PCA (oracle)",NA,8,8,0.329124301997445,NA
16,"PCA (oracle)",NA,9,9,0.351009967513727,NA
16,"PCA (oracle)",NA,10,10,0.371439171471045,NA
16,"PCA (oracle)",NA,11,11,0.390396930041873,NA
16,"PCA (oracle)",NA,12,12,0.408433216061661,NA
16,"PCA (oracle)",NA,13,13,0.425651958641265,NA
16,"PCA (oracle)",NA,14,14,0.442057490424242,NA
16,"PCA (oracle)",NA,15,15,0.457683036212225,NA
16,"PCA (oracle)",NA,16,16,0.47237918653707,NA
16,"PCA (oracle)",NA,17,17,0.486652733661342,NA
16,"PCA (oracle)",NA,18,18,0.500422388150248,NA
16,"PCA (oracle)",NA,19,19,0.513700830334814,NA
16,"PCA (oracle)",NA,20,20,0.526628740573501,NA
16,"PCA (oracle)",NA,21,21,0.539039880838171,NA
16,"PCA (oracle)",NA,22,22,0.551170237238063,NA
16,"PCA (oracle)",NA,23,23,0.562835351491179,NA
16,"PCA (oracle)",NA,24,24,0.57411886061345,NA
16,"PCA (oracle)",NA,25,25,0.585186772889363,NA
16,"PCA (oracle)",NA,26,26,0.595912139612315,NA
16,"PCA (oracle)",NA,27,27,0.606368433146935,NA
16,"PCA (oracle)",NA,28,28,0.616569077082039,NA
16,"PCA (oracle)",NA,29,29,0.626573939872176,NA
16,"PCA (oracle)",NA,30,30,0.636345149637766,NA
16,"ICA (oracle)",NA,0,0,0.79926446222534,NA
16,"ICA (oracle)",NA,1,1,0.544339958542583,TRUE
16,"ICA (oracle)",NA,2,2,0.368530508985371,TRUE
16,"ICA (oracle)",NA,3,3,0.173539066219112,TRUE
16,"ICA (oracle)",NA,4,4,0.214749013016025,TRUE
16,"ICA (oracle)",NA,5,5,0.248994596616288,TRUE
16,"ICA (oracle)",NA,6,6,0.278876528896256,FALSE
16,"ICA (oracle)",NA,7,7,0.305367488426155,FALSE
16,"ICA (oracle)",NA,8,8,0.329124301997446,FALSE
16,"ICA (oracle)",NA,9,9,0.351009967513727,FALSE
16,"ICA (oracle)",NA,10,10,0.371439171471045,FALSE
16,"ICA (oracle)",NA,11,11,0.390396930041874,FALSE
16,"ICA (oracle)",NA,12,12,0.408433216061661,FALSE
16,"ICA (oracle)",NA,13,13,0.425651958641265,FALSE
16,"ICA (oracle)",NA,14,14,0.442057490424243,FALSE
16,"ICA (oracle)",NA,15,15,0.457683036212225,FALSE
16,"ICA (oracle)",NA,16,16,0.47237918653707,FALSE
16,"ICA (oracle)",NA,17,17,0.486652733661342,FALSE
16,"ICA (oracle)",NA,18,18,0.500422388150248,FALSE
16,"ICA (oracle)",NA,19,19,0.513700830334815,FALSE
16,"ICA (oracle)",NA,20,20,0.526628740573501,FALSE
16,"ICA (oracle)",NA,21,21,0.539039880838171,FALSE
16,"ICA (oracle)",NA,22,22,0.551170237238063,FALSE
16,"ICA (oracle)",NA,23,23,0.562835351491179,FALSE
16,"ICA (oracle)",NA,24,24,0.57411886061345,FALSE
16,"ICA (oracle)",NA,25,25,0.585186772889364,FALSE
16,"ICA (oracle)",NA,26,26,0.595912139612316,FALSE
16,"ICA (oracle)",NA,27,27,0.606368433146935,FALSE
16,"ICA (oracle)",NA,28,28,0.616569077082039,FALSE
16,"ICA (oracle)",NA,29,29,0.626573939872177,FALSE
16,"ICA (oracle)",NA,30,30,0.636345149637766,FALSE
16,"SoftImpute (oracle)",1,0,0,0.79926446222534,NA
16,"SoftImpute (oracle)",1,1,1,0.544262067441355,NA
16,"SoftImpute (oracle)",1,2,2,0.368276876908024,NA
16,"SoftImpute (oracle)",1,3,3,0.172664356385398,NA
16,"SoftImpute (oracle)",1,4,4,0.212728939704697,NA
16,"SoftImpute (oracle)",1,5,5,0.246122309849148,NA
16,"SoftImpute (oracle)",1,6,6,0.275305880705477,NA
16,"SoftImpute (oracle)",1,7,7,0.301196191972611,NA
16,"SoftImpute (oracle)",1,8,8,0.324420385114794,NA
16,"SoftImpute (oracle)",1,9,9,0.345822432547458,NA
16,"SoftImpute (oracle)",1,10,10,0.365805836161656,NA
16,"SoftImpute (oracle)",1,11,11,0.384349011925805,NA
16,"SoftImpute (oracle)",1,12,12,0.401995382931644,NA
16,"SoftImpute (oracle)",1,13,13,0.418845126413061,NA
16,"SoftImpute (oracle)",1,14,14,0.434899870763922,NA
16,"SoftImpute (oracle)",1,15,15,0.450190592928318,NA
16,"SoftImpute (oracle)",1,16,16,0.464566522196798,NA
16,"SoftImpute (oracle)",1,17,17,0.478531717555614,NA
16,"SoftImpute (oracle)",1,18,18,0.492003974598297,NA
16,"SoftImpute (oracle)",1,19,19,0.504994977674211,NA
16,"SoftImpute (oracle)",1,20,20,0.517644256602381,NA
16,"SoftImpute (oracle)",1,21,21,0.529785258193721,NA
16,"SoftImpute (oracle)",1,22,22,0.541652811540452,NA
16,"SoftImpute (oracle)",1,23,23,0.553062353349992,NA
16,"SoftImpute (oracle)",1,24,24,0.564096858159423,NA
16,"SoftImpute (oracle)",1,25,25,0.574921542296666,NA
16,"SoftImpute (oracle)",1,26,26,0.585409391417549,NA
16,"SoftImpute (oracle)",1,27,27,0.595633384055404,NA
16,"SoftImpute (oracle)",1,28,28,0.605606624422274,NA
16,"SoftImpute (oracle)",1,29,29,0.615388585268322,NA
16,"SoftImpute (oracle)",1,30,30,0.624941248073199,NA
17,"PCA (oracle)",NA,0,0,0.777083779267591,NA
17,"PCA (oracle)",NA,1,1,0.519488321806592,NA
17,"PCA (oracle)",NA,2,2,0.372572628337035,NA
17,"PCA (oracle)",NA,3,3,0.173103524897586,NA
17,"PCA (oracle)",NA,4,4,0.214375524924313,NA
17,"PCA (oracle)",NA,5,5,0.248435182845705,NA
17,"PCA (oracle)",NA,6,6,0.277772145027771,NA
17,"PCA (oracle)",NA,7,7,0.304060338771323,NA
17,"PCA (oracle)",NA,8,8,0.328075185551524,NA
17,"PCA (oracle)",NA,9,9,0.349988587313067,NA
17,"PCA (oracle)",NA,10,10,0.370406639935045,NA
17,"PCA (oracle)",NA,11,11,0.389545787399014,NA
17,"PCA (oracle)",NA,12,12,0.40756798933784,NA
17,"PCA (oracle)",NA,13,13,0.424610787836516,NA
17,"PCA (oracle)",NA,14,14,0.440838223611693,NA
17,"PCA (oracle)",NA,15,15,0.456335032079852,NA
17,"PCA (oracle)",NA,16,16,0.471195584698248,NA
17,"PCA (oracle)",NA,17,17,0.485481865559123,NA
17,"PCA (oracle)",NA,18,18,0.499248614082042,NA
17,"PCA (oracle)",NA,19,19,0.512507721334596,NA
17,"PCA (oracle)",NA,20,20,0.525318773490217,NA
17,"PCA (oracle)",NA,21,21,0.537697550397691,NA
17,"PCA (oracle)",NA,22,22,0.5497284632132,NA
17,"PCA (oracle)",NA,23,23,0.561373644403576,NA
17,"PCA (oracle)",NA,24,24,0.572708986992816,NA
17,"PCA (oracle)",NA,25,25,0.583714035288322,NA
17,"PCA (oracle)",NA,26,26,0.594439839874216,NA
17,"PCA (oracle)",NA,27,27,0.604914364474722,NA
17,"PCA (oracle)",NA,28,28,0.615088077618511,NA
17,"PCA (oracle)",NA,29,29,0.625029577427044,NA
17,"PCA (oracle)",NA,30,30,0.634770500427751,NA
17,"ICA (oracle)",NA,0,0,0.777083779267591,NA
17,"ICA (oracle)",NA,1,1,0.519488321806592,TRUE
17,"ICA (oracle)",NA,2,2,0.372572628337035,TRUE
17,"ICA (oracle)",NA,3,3,0.173103524897586,TRUE
17,"ICA (oracle)",NA,4,4,0.214375524924313,TRUE
17,"ICA (oracle)",NA,5,5,0.248435182845705,TRUE
17,"ICA (oracle)",NA,6,6,0.277772145027771,FALSE
17,"ICA (oracle)",NA,7,7,0.304060338771323,FALSE
17,"ICA (oracle)",NA,8,8,0.328075185551524,FALSE
17,"ICA (oracle)",NA,9,9,0.349988587313068,FALSE
17,"ICA (oracle)",NA,10,10,0.370406639935045,TRUE
17,"ICA (oracle)",NA,11,11,0.389545787399014,FALSE
17,"ICA (oracle)",NA,12,12,0.40756798933784,FALSE
17,"ICA (oracle)",NA,13,13,0.424610787836516,FALSE
17,"ICA (oracle)",NA,14,14,0.440838223611693,FALSE
17,"ICA (oracle)",NA,15,15,0.456335032079852,FALSE
17,"ICA (oracle)",NA,16,16,0.471195584698248,FALSE
17,"ICA (oracle)",NA,17,17,0.485481865559123,FALSE
17,"ICA (oracle)",NA,18,18,0.499248614082042,FALSE
17,"ICA (oracle)",NA,19,19,0.512507721334596,FALSE
17,"ICA (oracle)",NA,20,20,0.525318773490217,FALSE
17,"ICA (oracle)",NA,21,21,0.537697550397691,FALSE
17,"ICA (oracle)",NA,22,22,0.549728463213199,FALSE
17,"ICA (oracle)",NA,23,23,0.561373644403576,FALSE
17,"ICA (oracle)",NA,24,24,0.572708986992816,FALSE
17,"ICA (oracle)",NA,25,25,0.583714035288321,FALSE
17,"ICA (oracle)",NA,26,26,0.594439839874215,FALSE
17,"ICA (oracle)",NA,27,27,0.604914364474722,FALSE
17,"ICA (oracle)",NA,28,28,0.615088077618511,FALSE
17,"ICA (oracle)",NA,29,29,0.625029577427043,FALSE
17,"ICA (oracle)",NA,30,30,0.634770500427751,FALSE
17,"SoftImpute (oracle)",1,0,0,0.777083779267591,NA
17,"SoftImpute (oracle)",1,1,1,0.5194289599458,NA
17,"SoftImpute (oracle)",1,2,2,0.372372583376726,NA
17,"SoftImpute (oracle)",1,3,3,0.172323281344232,NA
17,"SoftImpute (oracle)",1,4,4,0.212430704059281,NA
17,"SoftImpute (oracle)",1,5,5,0.245628773525415,NA
17,"SoftImpute (oracle)",1,6,6,0.274262956329748,NA
17,"SoftImpute (oracle)",1,7,7,0.299945671800945,NA
17,"SoftImpute (oracle)",1,8,8,0.323422375674738,NA
17,"SoftImpute (oracle)",1,9,9,0.344848633892761,NA
17,"SoftImpute (oracle)",1,10,10,0.364818123202312,NA
17,"SoftImpute (oracle)",1,11,11,0.383539771125006,NA
17,"SoftImpute (oracle)",1,12,12,0.401170143118361,NA
17,"SoftImpute (oracle)",1,13,13,0.417842731135325,NA
17,"SoftImpute (oracle)",1,14,14,0.433718324163765,NA
17,"SoftImpute (oracle)",1,15,15,0.448879256248132,NA
17,"SoftImpute (oracle)",1,16,16,0.463417909552563,NA
17,"SoftImpute (oracle)",1,17,17,0.477394695627888,NA
17,"SoftImpute (oracle)",1,18,18,0.490863046168277,NA
17,"SoftImpute (oracle)",1,19,19,0.503833840860573,NA
17,"SoftImpute (oracle)",1,20,20,0.516365685345578,NA
17,"SoftImpute (oracle)",1,21,21,0.528473608872463,NA
17,"SoftImpute (oracle)",1,22,22,0.540241206333085,NA
17,"SoftImpute (oracle)",1,23,23,0.551630167698591,NA
17,"SoftImpute (oracle)",1,24,24,0.562715738544758,NA
17,"SoftImpute (oracle)",1,25,25,0.573477099701316,NA
17,"SoftImpute (oracle)",1,26,26,0.583964816093491,NA
17,"SoftImpute (oracle)",1,27,27,0.594206462052369,NA
17,"SoftImpute (oracle)",1,28,28,0.604152330490099,NA
17,"SoftImpute (oracle)",1,29,29,0.613870594725609,NA
17,"SoftImpute (oracle)",1,30,30,0.623392581953145,NA
18,"PCA (oracle)",NA,0,0,0.767798667143483,NA
18,"PCA (oracle)",NA,1,1,0.468483197409243,NA
18,"PCA (oracle)",NA,2,2,0.346657470002951,NA
18,"PCA (oracle)",NA,3,3,0.17847839712817,NA
18,"PCA (oracle)",NA,4,4,0.218894669470378,NA
18,"PCA (oracle)",NA,5,5,0.252166379985538,NA
18,"PCA (oracle)",NA,6,6,0.280711907385868,NA
18,"PCA (oracle)",NA,7,7,0.306508759468041,NA
18,"PCA (oracle)",NA,8,8,0.329951378332595,NA
18,"PCA (oracle)",NA,9,9,0.351698054282069,NA
18,"PCA (oracle)",NA,10,10,0.372068983496209,NA
18,"PCA (oracle)",NA,11,11,0.391034311836093,NA
18,"PCA (oracle)",NA,12,12,0.408910129876378,NA
18,"PCA (oracle)",NA,13,13,0.425752678378389,NA
18,"PCA (oracle)",NA,14,14,0.441947908392986,NA
18,"PCA (oracle)",NA,15,15,0.457270078612461,NA
18,"PCA (oracle)",NA,16,16,0.472059012007184,NA
18,"PCA (oracle)",NA,17,17,0.486322859543842,NA
18,"PCA (oracle)",NA,18,18,0.499971634347921,NA
18,"PCA (oracle)",NA,19,19,0.513182707595594,NA
18,"PCA (oracle)",NA,20,20,0.52595840324084,NA
18,"PCA (oracle)",NA,21,21,0.538409850188154,NA
18,"PCA (oracle)",NA,22,22,0.550434439160688,NA
18,"PCA (oracle)",NA,23,23,0.562043457634461,NA
18,"PCA (oracle)",NA,24,24,0.573376701934348,NA
18,"PCA (oracle)",NA,25,25,0.584417539911532,NA
18,"PCA (oracle)",NA,26,26,0.595203905526783,NA
18,"PCA (oracle)",NA,27,27,0.605691410935728,NA
18,"PCA (oracle)",NA,28,28,0.615931497192684,NA
18,"PCA (oracle)",NA,29,29,0.625947459102833,NA
18,"PCA (oracle)",NA,30,30,0.635748609610471,NA
18,"ICA (oracle)",NA,0,0,0.767798667143483,NA
18,"ICA (oracle)",NA,1,1,0.468483197409243,TRUE
18,"ICA (oracle)",NA,2,2,0.346657470002951,TRUE
18,"ICA (oracle)",NA,3,3,0.17847839712817,TRUE
18,"ICA (oracle)",NA,4,4,0.218894669470378,TRUE
18,"ICA (oracle)",NA,5,5,0.252166379985537,TRUE
18,"ICA (oracle)",NA,6,6,0.280711907385869,FALSE
18,"ICA (oracle)",NA,7,7,0.306508759468041,FALSE
18,"ICA (oracle)",NA,8,8,0.329951378332595,FALSE
18,"ICA (oracle)",NA,9,9,0.351698054282069,FALSE
18,"ICA (oracle)",NA,10,10,0.372068983496209,FALSE
18,"ICA (oracle)",NA,11,11,0.391034311836092,TRUE
18,"ICA (oracle)",NA,12,12,0.408910129876378,FALSE
18,"ICA (oracle)",NA,13,13,0.425752678378389,FALSE
18,"ICA (oracle)",NA,14,14,0.441947908392985,FALSE
18,"ICA (oracle)",NA,15,15,0.457270078612461,FALSE
18,"ICA (oracle)",NA,16,16,0.472059012007184,FALSE
18,"ICA (oracle)",NA,17,17,0.486322859543842,FALSE
18,"ICA (oracle)",NA,18,18,0.499971634347921,FALSE
18,"ICA (oracle)",NA,19,19,0.513182707595594,FALSE
18,"ICA (oracle)",NA,20,20,0.52595840324084,FALSE
18,"ICA (oracle)",NA,21,21,0.538409850188154,FALSE
18,"ICA (oracle)",NA,22,22,0.550434439160688,FALSE
18,"ICA (oracle)",NA,23,23,0.562043457634461,FALSE
18,"ICA (oracle)",NA,24,24,0.573376701934349,FALSE
18,"ICA (oracle)",NA,25,25,0.584417539911533,FALSE
18,"ICA (oracle)",NA,26,26,0.595203905526783,FALSE
18,"ICA (oracle)",NA,27,27,0.605691410935728,FALSE
18,"ICA (oracle)",NA,28,28,0.615931497192684,FALSE
18,"ICA (oracle)",NA,29,29,0.625947459102833,FALSE
18,"ICA (oracle)",NA,30,30,0.635748609610471,FALSE
18,"SoftImpute (oracle)",1,0,0,0.767798667143483,NA
18,"SoftImpute (oracle)",1,1,1,0.468417626481148,NA
18,"SoftImpute (oracle)",1,2,2,0.346379856112995,NA
18,"SoftImpute (oracle)",1,3,3,0.177570337449271,NA
18,"SoftImpute (oracle)",1,4,4,0.216863578567359,NA
18,"SoftImpute (oracle)",1,5,5,0.249294884217279,NA
18,"SoftImpute (oracle)",1,6,6,0.277150976855797,NA
18,"SoftImpute (oracle)",1,7,7,0.302350264678546,NA
18,"SoftImpute (oracle)",1,8,8,0.325260986666774,NA
18,"SoftImpute (oracle)",1,9,9,0.346523918223789,NA
18,"SoftImpute (oracle)",1,10,10,0.366448643058036,NA
18,"SoftImpute (oracle)",1,11,11,0.384998840104612,NA
