"simulation","method","lambda","rank","effective_rank","rmse","converged"
53,"SoftImpute (oracle)",1,18,18,0.492448345165751,NA
53,"SoftImpute (oracle)",1,19,19,0.505440831341469,NA
53,"SoftImpute (oracle)",1,20,20,0.518003607075039,NA
53,"SoftImpute (oracle)",1,21,21,0.530128419881882,NA
53,"SoftImpute (oracle)",1,22,22,0.541964760804458,NA
53,"SoftImpute (oracle)",1,23,23,0.553386915579312,NA
53,"SoftImpute (oracle)",1,24,24,0.564539390161659,NA
53,"SoftImpute (oracle)",1,25,25,0.575362208779151,NA
53,"SoftImpute (oracle)",1,26,26,0.585929776059395,NA
53,"SoftImpute (oracle)",1,27,27,0.596204176514046,NA
53,"SoftImpute (oracle)",1,28,28,0.606228256724535,NA
53,"SoftImpute (oracle)",1,29,29,0.616026000476971,NA
53,"SoftImpute (oracle)",1,30,30,0.625577402402927,NA
54,"PCA (oracle)",NA,0,0,0.748253500934717,NA
54,"PCA (oracle)",NA,1,1,0.477921447081453,NA
54,"PCA (oracle)",NA,2,2,0.33536962852142,NA
54,"PCA (oracle)",NA,3,3,0.174769015769714,NA
54,"PCA (oracle)",NA,4,4,0.215332364126547,NA
54,"PCA (oracle)",NA,5,5,0.248448599142374,NA
54,"PCA (oracle)",NA,6,6,0.277413582678715,NA
54,"PCA (oracle)",NA,7,7,0.30323865082138,NA
54,"PCA (oracle)",NA,8,8,0.326926459692459,NA
54,"PCA (oracle)",NA,9,9,0.348880985238132,NA
54,"PCA (oracle)",NA,10,10,0.369215591746537,NA
54,"PCA (oracle)",NA,11,11,0.388107163710108,NA
54,"PCA (oracle)",NA,12,12,0.405865500374979,NA
54,"PCA (oracle)",NA,13,13,0.422764787358937,NA
54,"PCA (oracle)",NA,14,14,0.438875490913169,NA
54,"PCA (oracle)",NA,15,15,0.454331668364198,NA
54,"PCA (oracle)",NA,16,16,0.46903144502812,NA
54,"PCA (oracle)",NA,17,17,0.483257463247732,NA
54,"PCA (oracle)",NA,18,18,0.496944408014248,NA
54,"PCA (oracle)",NA,19,19,0.510226685947771,NA
54,"PCA (oracle)",NA,20,20,0.523010996169578,NA
54,"PCA (oracle)",NA,21,21,0.535417956187792,NA
54,"PCA (oracle)",NA,22,22,0.547509492217912,NA
54,"PCA (oracle)",NA,23,23,0.559209957365473,NA
54,"PCA (oracle)",NA,24,24,0.57062905236606,NA
54,"PCA (oracle)",NA,25,25,0.581569142207828,NA
54,"PCA (oracle)",NA,26,26,0.592231957977169,NA
54,"PCA (oracle)",NA,27,27,0.602690108917645,NA
54,"PCA (oracle)",NA,28,28,0.612820202825079,NA
54,"PCA (oracle)",NA,29,29,0.622746535915956,NA
54,"PCA (oracle)",NA,30,30,0.632500081084703,NA
54,"ICA (oracle)",NA,0,0,0.748253500934717,NA
54,"ICA (oracle)",NA,1,1,0.477921447081453,TRUE
54,"ICA (oracle)",NA,2,2,0.33536962852142,TRUE
54,"ICA (oracle)",NA,3,3,0.174769015769714,TRUE
54,"ICA (oracle)",NA,4,4,0.215332364126547,TRUE
54,"ICA (oracle)",NA,5,5,0.248448599142374,FALSE
54,"ICA (oracle)",NA,6,6,0.277413582678715,TRUE
54,"ICA (oracle)",NA,7,7,0.30323865082138,TRUE
54,"ICA (oracle)",NA,8,8,0.326926459692459,FALSE
54,"ICA (oracle)",NA,9,9,0.348880985238132,FALSE
54,"ICA (oracle)",NA,10,10,0.369215591746537,FALSE
54,"ICA (oracle)",NA,11,11,0.388107163710108,FALSE
54,"ICA (oracle)",NA,12,12,0.405865500374979,FALSE
54,"ICA (oracle)",NA,13,13,0.422764787358937,FALSE
54,"ICA (oracle)",NA,14,14,0.438875490913169,FALSE
54,"ICA (oracle)",NA,15,15,0.454331668364198,FALSE
54,"ICA (oracle)",NA,16,16,0.46903144502812,FALSE
54,"ICA (oracle)",NA,17,17,0.483257463247732,FALSE
54,"ICA (oracle)",NA,18,18,0.496944408014248,FALSE
54,"ICA (oracle)",NA,19,19,0.510226685947771,FALSE
54,"ICA (oracle)",NA,20,20,0.523010996169578,FALSE
54,"ICA (oracle)",NA,21,21,0.535417956187792,FALSE
54,"ICA (oracle)",NA,22,22,0.547509492217912,FALSE
54,"ICA (oracle)",NA,23,23,0.559209957365473,FALSE
54,"ICA (oracle)",NA,24,24,0.570629052366061,FALSE
54,"ICA (oracle)",NA,25,25,0.581569142207828,FALSE
54,"ICA (oracle)",NA,26,26,0.592231957977168,FALSE
54,"ICA (oracle)",NA,27,27,0.602690108917645,FALSE
54,"ICA (oracle)",NA,28,28,0.612820202825079,FALSE
54,"ICA (oracle)",NA,29,29,0.622746535915956,FALSE
54,"ICA (oracle)",NA,30,30,0.632500081084704,FALSE
54,"SoftImpute (oracle)",1,0,0,0.748253500934717,NA
54,"SoftImpute (oracle)",1,1,1,0.47784796261143,NA
54,"SoftImpute (oracle)",1,2,2,0.335083775968143,NA
54,"SoftImpute (oracle)",1,3,3,0.173851729644564,NA
54,"SoftImpute (oracle)",1,4,4,0.213285441352433,NA
54,"SoftImpute (oracle)",1,5,5,0.245560840600036,NA
54,"SoftImpute (oracle)",1,6,6,0.273833491895472,NA
54,"SoftImpute (oracle)",1,7,7,0.299061074685333,NA
54,"SoftImpute (oracle)",1,8,8,0.322216332048696,NA
54,"SoftImpute (oracle)",1,9,9,0.3436868594845,NA
54,"SoftImpute (oracle)",1,10,10,0.363575930791043,NA
54,"SoftImpute (oracle)",1,11,11,0.382053077341293,NA
54,"SoftImpute (oracle)",1,12,12,0.399422280026786,NA
54,"SoftImpute (oracle)",1,13,13,0.415953370871513,NA
54,"SoftImpute (oracle)",1,14,14,0.431713943694744,NA
54,"SoftImpute (oracle)",1,15,15,0.446835578838205,NA
54,"SoftImpute (oracle)",1,16,16,0.461214963677178,NA
54,"SoftImpute (oracle)",1,17,17,0.47513261065743,NA
54,"SoftImpute (oracle)",1,18,18,0.488522231714911,NA
54,"SoftImpute (oracle)",1,19,19,0.501516943285551,NA
54,"SoftImpute (oracle)",1,20,20,0.514022844906293,NA
54,"SoftImpute (oracle)",1,21,21,0.526159565887466,NA
54,"SoftImpute (oracle)",1,22,22,0.5379882878676,NA
54,"SoftImpute (oracle)",1,23,23,0.54943300486348,NA
54,"SoftImpute (oracle)",1,24,24,0.560602706530671,NA
54,"SoftImpute (oracle)",1,25,25,0.57129978698896,NA
54,"SoftImpute (oracle)",1,26,26,0.581725150759499,NA
54,"SoftImpute (oracle)",1,27,27,0.591950920983829,NA
54,"SoftImpute (oracle)",1,28,28,0.601853699622146,NA
54,"SoftImpute (oracle)",1,29,29,0.611557235309579,NA
54,"SoftImpute (oracle)",1,30,30,0.621092200254504,NA
55,"PCA (oracle)",NA,0,0,0.771260167869531,NA
55,"PCA (oracle)",NA,1,1,0.465126801556944,NA
55,"PCA (oracle)",NA,2,2,0.330938959527709,NA
55,"PCA (oracle)",NA,3,3,0.174755903512282,NA
55,"PCA (oracle)",NA,4,4,0.215019446263378,NA
55,"PCA (oracle)",NA,5,5,0.248597597527735,NA
55,"PCA (oracle)",NA,6,6,0.277764323045375,NA
55,"PCA (oracle)",NA,7,7,0.303936157408487,NA
55,"PCA (oracle)",NA,8,8,0.327336068816018,NA
55,"PCA (oracle)",NA,9,9,0.348755649450685,NA
55,"PCA (oracle)",NA,10,10,0.368623070543005,NA
55,"PCA (oracle)",NA,11,11,0.387521681444748,NA
55,"PCA (oracle)",NA,12,12,0.405342084268347,NA
55,"PCA (oracle)",NA,13,13,0.422265412781041,NA
55,"PCA (oracle)",NA,14,14,0.438430263992352,NA
55,"PCA (oracle)",NA,15,15,0.453882440012577,NA
55,"PCA (oracle)",NA,16,16,0.468725442925766,NA
55,"PCA (oracle)",NA,17,17,0.482919664442176,NA
55,"PCA (oracle)",NA,18,18,0.496649437788752,NA
55,"PCA (oracle)",NA,19,19,0.509899158059762,NA
55,"PCA (oracle)",NA,20,20,0.52266627610252,NA
55,"PCA (oracle)",NA,21,21,0.535056516237429,NA
55,"PCA (oracle)",NA,22,22,0.547062456932096,NA
55,"PCA (oracle)",NA,23,23,0.558694929703348,NA
55,"PCA (oracle)",NA,24,24,0.570028787306651,NA
55,"PCA (oracle)",NA,25,25,0.580993260187023,NA
55,"PCA (oracle)",NA,26,26,0.591777504217115,NA
55,"PCA (oracle)",NA,27,27,0.602238227127417,NA
55,"PCA (oracle)",NA,28,28,0.612412041684792,NA
55,"PCA (oracle)",NA,29,29,0.622358756851903,NA
55,"PCA (oracle)",NA,30,30,0.632102565173264,NA
55,"ICA (oracle)",NA,0,0,0.771260167869531,NA
55,"ICA (oracle)",NA,1,1,0.465126801556944,TRUE
55,"ICA (oracle)",NA,2,2,0.330938959527709,TRUE
55,"ICA (oracle)",NA,3,3,0.174755903512282,TRUE
55,"ICA (oracle)",NA,4,4,0.215019446263379,TRUE
55,"ICA (oracle)",NA,5,5,0.248597597527735,TRUE
55,"ICA (oracle)",NA,6,6,0.277764323045375,FALSE
55,"ICA (oracle)",NA,7,7,0.303936157408487,FALSE
55,"ICA (oracle)",NA,8,8,0.327336068816019,FALSE
55,"ICA (oracle)",NA,9,9,0.348755649450685,TRUE
55,"ICA (oracle)",NA,10,10,0.368623070543005,FALSE
55,"ICA (oracle)",NA,11,11,0.387521681444748,FALSE
55,"ICA (oracle)",NA,12,12,0.405342084268347,FALSE
55,"ICA (oracle)",NA,13,13,0.422265412781041,FALSE
55,"ICA (oracle)",NA,14,14,0.438430263992352,FALSE
55,"ICA (oracle)",NA,15,15,0.453882440012578,FALSE
55,"ICA (oracle)",NA,16,16,0.468725442925766,FALSE
55,"ICA (oracle)",NA,17,17,0.482919664442176,FALSE
55,"ICA (oracle)",NA,18,18,0.496649437788752,FALSE
55,"ICA (oracle)",NA,19,19,0.509899158059762,FALSE
55,"ICA (oracle)",NA,20,20,0.52266627610252,FALSE
55,"ICA (oracle)",NA,21,21,0.535056516237429,FALSE
55,"ICA (oracle)",NA,22,22,0.547062456932096,FALSE
55,"ICA (oracle)",NA,23,23,0.558694929703348,FALSE
55,"ICA (oracle)",NA,24,24,0.570028787306651,FALSE
55,"ICA (oracle)",NA,25,25,0.580993260187023,FALSE
55,"ICA (oracle)",NA,26,26,0.591777504217116,FALSE
55,"ICA (oracle)",NA,27,27,0.602238227127417,FALSE
55,"ICA (oracle)",NA,28,28,0.612412041684792,FALSE
55,"ICA (oracle)",NA,29,29,0.622358756851903,FALSE
55,"ICA (oracle)",NA,30,30,0.632102565173264,FALSE
55,"SoftImpute (oracle)",1,0,0,0.771260167869531,NA
55,"SoftImpute (oracle)",1,1,1,0.465054320966316,NA
55,"SoftImpute (oracle)",1,2,2,0.330653298026996,NA
55,"SoftImpute (oracle)",1,3,3,0.173823548410741,NA
55,"SoftImpute (oracle)",1,4,4,0.212962713169327,NA
55,"SoftImpute (oracle)",1,5,5,0.245698055756674,NA
55,"SoftImpute (oracle)",1,6,6,0.274172700354725,NA
55,"SoftImpute (oracle)",1,7,7,0.299746623147409,NA
55,"SoftImpute (oracle)",1,8,8,0.322616201646772,NA
55,"SoftImpute (oracle)",1,9,9,0.343554419352175,NA
55,"SoftImpute (oracle)",1,10,10,0.362978238867911,NA
55,"SoftImpute (oracle)",1,11,11,0.381462557881331,NA
55,"SoftImpute (oracle)",1,12,12,0.398893782000084,NA
55,"SoftImpute (oracle)",1,13,13,0.415448987929808,NA
55,"SoftImpute (oracle)",1,14,14,0.431263695679333,NA
55,"SoftImpute (oracle)",1,15,15,0.44638146947944,NA
55,"SoftImpute (oracle)",1,16,16,0.460903837185537,NA
55,"SoftImpute (oracle)",1,17,17,0.474789891874628,NA
55,"SoftImpute (oracle)",1,18,18,0.48822235211638,NA
55,"SoftImpute (oracle)",1,19,19,0.501184689818876,NA
55,"SoftImpute (oracle)",1,20,20,0.513673536399536,NA
55,"SoftImpute (oracle)",1,21,21,0.525793662740832,NA
55,"SoftImpute (oracle)",1,22,22,0.537537058841343,NA
55,"SoftImpute (oracle)",1,23,23,0.54891400065061,NA
55,"SoftImpute (oracle)",1,24,24,0.559998707032484,NA
55,"SoftImpute (oracle)",1,25,25,0.570720159125989,NA
55,"SoftImpute (oracle)",1,26,26,0.581266725230402,NA
55,"SoftImpute (oracle)",1,27,27,0.591495112511056,NA
55,"SoftImpute (oracle)",1,28,28,0.601441559741589,NA
55,"SoftImpute (oracle)",1,29,29,0.611165480064452,NA
55,"SoftImpute (oracle)",1,30,30,0.620690777329291,NA
56,"PCA (oracle)",NA,0,0,0.741279163135187,NA
56,"PCA (oracle)",NA,1,1,0.460203389407002,NA
56,"PCA (oracle)",NA,2,2,0.328937702074095,NA
56,"PCA (oracle)",NA,3,3,0.176156472684513,NA
56,"PCA (oracle)",NA,4,4,0.218556184672453,NA
56,"PCA (oracle)",NA,5,5,0.251793368773633,NA
56,"PCA (oracle)",NA,6,6,0.281114858901024,NA
56,"PCA (oracle)",NA,7,7,0.307274676025241,NA
56,"PCA (oracle)",NA,8,8,0.331149351266056,NA
56,"PCA (oracle)",NA,9,9,0.352719609534956,NA
56,"PCA (oracle)",NA,10,10,0.372933430173704,NA
56,"PCA (oracle)",NA,11,11,0.391801417747203,NA
56,"PCA (oracle)",NA,12,12,0.409777132154108,NA
56,"PCA (oracle)",NA,13,13,0.426924395653281,NA
56,"PCA (oracle)",NA,14,14,0.443019867758395,NA
56,"PCA (oracle)",NA,15,15,0.458473524269503,NA
56,"PCA (oracle)",NA,16,16,0.473152104091743,NA
56,"PCA (oracle)",NA,17,17,0.487323796704369,NA
56,"PCA (oracle)",NA,18,18,0.500970517751863,NA
56,"PCA (oracle)",NA,19,19,0.514117891976896,NA
56,"PCA (oracle)",NA,20,20,0.526869294588099,NA
56,"PCA (oracle)",NA,21,21,0.539246281388503,NA
56,"PCA (oracle)",NA,22,22,0.551249320509064,NA
56,"PCA (oracle)",NA,23,23,0.562895920516292,NA
56,"PCA (oracle)",NA,24,24,0.574242885038308,NA
56,"PCA (oracle)",NA,25,25,0.585219575375243,NA
56,"PCA (oracle)",NA,26,26,0.595905954108526,NA
56,"PCA (oracle)",NA,27,27,0.606323721882811,NA
56,"PCA (oracle)",NA,28,28,0.616545486852709,NA
56,"PCA (oracle)",NA,29,29,0.626468275005307,NA
56,"PCA (oracle)",NA,30,30,0.636073363634223,NA
56,"ICA (oracle)",NA,0,0,0.741279163135187,NA
56,"ICA (oracle)",NA,1,1,0.460203389407002,TRUE
56,"ICA (oracle)",NA,2,2,0.328937702074095,TRUE
56,"ICA (oracle)",NA,3,3,0.176156472684513,TRUE
56,"ICA (oracle)",NA,4,4,0.218556184672453,TRUE
56,"ICA (oracle)",NA,5,5,0.251793368773633,TRUE
56,"ICA (oracle)",NA,6,6,0.281114858901024,TRUE
56,"ICA (oracle)",NA,7,7,0.307274676025241,FALSE
56,"ICA (oracle)",NA,8,8,0.331149351266056,TRUE
56,"ICA (oracle)",NA,9,9,0.352719609534957,TRUE
56,"ICA (oracle)",NA,10,10,0.372933430173704,FALSE
56,"ICA (oracle)",NA,11,11,0.391801417747203,FALSE
56,"ICA (oracle)",NA,12,12,0.409777132154109,TRUE
56,"ICA (oracle)",NA,13,13,0.426924395653281,FALSE
56,"ICA (oracle)",NA,14,14,0.443019867758395,FALSE
56,"ICA (oracle)",NA,15,15,0.458473524269504,FALSE
56,"ICA (oracle)",NA,16,16,0.473152104091743,FALSE
56,"ICA (oracle)",NA,17,17,0.487323796704369,FALSE
56,"ICA (oracle)",NA,18,18,0.500970517751863,FALSE
56,"ICA (oracle)",NA,19,19,0.514117891976896,FALSE
56,"ICA (oracle)",NA,20,20,0.526869294588099,FALSE
56,"ICA (oracle)",NA,21,21,0.539246281388503,FALSE
56,"ICA (oracle)",NA,22,22,0.551249320509064,FALSE
56,"ICA (oracle)",NA,23,23,0.562895920516292,FALSE
56,"ICA (oracle)",NA,24,24,0.574242885038308,FALSE
56,"ICA (oracle)",NA,25,25,0.585219575375243,FALSE
56,"ICA (oracle)",NA,26,26,0.595905954108526,FALSE
56,"ICA (oracle)",NA,27,27,0.606323721882811,FALSE
56,"ICA (oracle)",NA,28,28,0.616545486852709,FALSE
56,"ICA (oracle)",NA,29,29,0.626468275005307,FALSE
56,"ICA (oracle)",NA,30,30,0.636073363634223,FALSE
56,"SoftImpute (oracle)",1,0,0,0.741279163135187,NA
56,"SoftImpute (oracle)",1,1,1,0.460160788391972,NA
56,"SoftImpute (oracle)",1,2,2,0.32869548422411,NA
56,"SoftImpute (oracle)",1,3,3,0.175295088906228,NA
56,"SoftImpute (oracle)",1,4,4,0.216542204491377,NA
56,"SoftImpute (oracle)",1,5,5,0.24893665658714,NA
56,"SoftImpute (oracle)",1,6,6,0.277562773792881,NA
56,"SoftImpute (oracle)",1,7,7,0.30312277995004,NA
56,"SoftImpute (oracle)",1,8,8,0.32646356588361,NA
56,"SoftImpute (oracle)",1,9,9,0.347550754588502,NA
56,"SoftImpute (oracle)",1,10,10,0.367318820853844,NA
56,"SoftImpute (oracle)",1,11,11,0.385771858567322,NA
56,"SoftImpute (oracle)",1,12,12,0.403357224975807,NA
56,"SoftImpute (oracle)",1,13,13,0.420135123285593,NA
56,"SoftImpute (oracle)",1,14,14,0.435880137156067,NA
56,"SoftImpute (oracle)",1,15,15,0.450998903905082,NA
56,"SoftImpute (oracle)",1,16,16,0.465356832225107,NA
56,"SoftImpute (oracle)",1,17,17,0.479219983272189,NA
56,"SoftImpute (oracle)",1,18,18,0.492569187595261,NA
56,"SoftImpute (oracle)",1,19,19,0.505429038131229,NA
56,"SoftImpute (oracle)",1,20,20,0.517901832173619,NA
56,"SoftImpute (oracle)",1,21,21,0.530008385134003,NA
56,"SoftImpute (oracle)",1,22,22,0.541748557959827,NA
56,"SoftImpute (oracle)",1,23,23,0.553139288653939,NA
56,"SoftImpute (oracle)",1,24,24,0.564236784284756,NA
56,"SoftImpute (oracle)",1,25,25,0.574970162867961,NA
56,"SoftImpute (oracle)",1,26,26,0.585418832668171,NA
56,"SoftImpute (oracle)",1,27,27,0.595604120175672,NA
56,"SoftImpute (oracle)",1,28,28,0.605598176938087,NA
56,"SoftImpute (oracle)",1,29,29,0.615298010691404,NA
56,"SoftImpute (oracle)",1,30,30,0.62468470906834,NA
57,"PCA (oracle)",NA,0,0,0.816527489052878,NA
57,"PCA (oracle)",NA,1,1,0.530866038998362,NA
57,"PCA (oracle)",NA,2,2,0.355782899762043,NA
57,"PCA (oracle)",NA,3,3,0.177142387283941,NA
57,"PCA (oracle)",NA,4,4,0.218090202514156,NA
57,"PCA (oracle)",NA,5,5,0.251682343654909,NA
57,"PCA (oracle)",NA,6,6,0.280783813060892,NA
57,"PCA (oracle)",NA,7,7,0.306588926088951,NA
57,"PCA (oracle)",NA,8,8,0.330154741083473,NA
57,"PCA (oracle)",NA,9,9,0.351907614078624,NA
57,"PCA (oracle)",NA,10,10,0.372189932760327,NA
57,"PCA (oracle)",NA,11,11,0.391279191183161,NA
57,"PCA (oracle)",NA,12,12,0.409263037983052,NA
57,"PCA (oracle)",NA,13,13,0.426251234739634,NA
57,"PCA (oracle)",NA,14,14,0.442291545632882,NA
57,"PCA (oracle)",NA,15,15,0.457657387689865,NA
57,"PCA (oracle)",NA,16,16,0.47244771152269,NA
57,"PCA (oracle)",NA,17,17,0.486651654810976,NA
57,"PCA (oracle)",NA,18,18,0.500224095396652,NA
57,"PCA (oracle)",NA,19,19,0.513470766526965,NA
57,"PCA (oracle)",NA,20,20,0.526278980515919,NA
57,"PCA (oracle)",NA,21,21,0.538627128289776,NA
57,"PCA (oracle)",NA,22,22,0.550520822692176,NA
57,"PCA (oracle)",NA,23,23,0.56209066531354,NA
57,"PCA (oracle)",NA,24,24,0.573425649680947,NA
57,"PCA (oracle)",NA,25,25,0.584340330816818,NA
57,"PCA (oracle)",NA,26,26,0.595083436054543,NA
57,"PCA (oracle)",NA,27,27,0.605540566260261,NA
57,"PCA (oracle)",NA,28,28,0.615744892685849,NA
57,"PCA (oracle)",NA,29,29,0.625642888969068,NA
57,"PCA (oracle)",NA,30,30,0.635336992620596,NA
57,"ICA (oracle)",NA,0,0,0.816527489052878,NA
57,"ICA (oracle)",NA,1,1,0.530866038998362,TRUE
57,"ICA (oracle)",NA,2,2,0.355782899762043,TRUE
57,"ICA (oracle)",NA,3,3,0.177142387283941,TRUE
57,"ICA (oracle)",NA,4,4,0.218090202514156,TRUE
57,"ICA (oracle)",NA,5,5,0.251682343654909,FALSE
57,"ICA (oracle)",NA,6,6,0.280783813060892,TRUE
57,"ICA (oracle)",NA,7,7,0.306588926088951,TRUE
57,"ICA (oracle)",NA,8,8,0.330154741083473,TRUE
57,"ICA (oracle)",NA,9,9,0.351907614078624,TRUE
57,"ICA (oracle)",NA,10,10,0.372189932760327,FALSE
57,"ICA (oracle)",NA,11,11,0.391279191183161,FALSE
57,"ICA (oracle)",NA,12,12,0.409263037983052,FALSE
57,"ICA (oracle)",NA,13,13,0.426251234739633,FALSE
57,"ICA (oracle)",NA,14,14,0.442291545632882,FALSE
57,"ICA (oracle)",NA,15,15,0.457657387689865,FALSE
57,"ICA (oracle)",NA,16,16,0.47244771152269,FALSE
57,"ICA (oracle)",NA,17,17,0.486651654810976,FALSE
57,"ICA (oracle)",NA,18,18,0.500224095396652,FALSE
57,"ICA (oracle)",NA,19,19,0.513470766526965,FALSE
57,"ICA (oracle)",NA,20,20,0.526278980515919,FALSE
57,"ICA (oracle)",NA,21,21,0.538627128289777,FALSE
57,"ICA (oracle)",NA,22,22,0.550520822692176,FALSE
57,"ICA (oracle)",NA,23,23,0.56209066531354,FALSE
57,"ICA (oracle)",NA,24,24,0.573425649680947,FALSE
57,"ICA (oracle)",NA,25,25,0.584340330816818,FALSE
57,"ICA (oracle)",NA,26,26,0.595083436054543,FALSE
57,"ICA (oracle)",NA,27,27,0.605540566260261,FALSE
57,"ICA (oracle)",NA,28,28,0.61574489268585,FALSE
57,"ICA (oracle)",NA,29,29,0.625642888969068,FALSE
57,"ICA (oracle)",NA,30,30,0.635336992620596,FALSE
57,"SoftImpute (oracle)",1,0,0,0.816527489052878,NA
57,"SoftImpute (oracle)",1,1,1,0.530802197011228,NA
57,"SoftImpute (oracle)",1,2,2,0.355549689098561,NA
57,"SoftImpute (oracle)",1,3,3,0.176347958255528,NA
57,"SoftImpute (oracle)",1,4,4,0.216144826793382,NA
57,"SoftImpute (oracle)",1,5,5,0.248882415766014,NA
57,"SoftImpute (oracle)",1,6,6,0.277283803978385,NA
57,"SoftImpute (oracle)",1,7,7,0.302486265420011,NA
57,"SoftImpute (oracle)",1,8,8,0.325515749834723,NA
57,"SoftImpute (oracle)",1,9,9,0.34678175262128,NA
57,"SoftImpute (oracle)",1,10,10,0.366615593858109,NA
57,"SoftImpute (oracle)",1,11,11,0.385287117456776,NA
57,"SoftImpute (oracle)",1,12,12,0.402878882522803,NA
57,"SoftImpute (oracle)",1,13,13,0.419496690296924,NA
57,"SoftImpute (oracle)",1,14,14,0.435185375759492,NA
57,"SoftImpute (oracle)",1,15,15,0.450215377033991,NA
57,"SoftImpute (oracle)",1,16,16,0.464683668485962,NA
57,"SoftImpute (oracle)",1,17,17,0.478578026956327,NA
57,"SoftImpute (oracle)",1,18,18,0.491852276397426,NA
57,"SoftImpute (oracle)",1,19,19,0.504810375209587,NA
57,"SoftImpute (oracle)",1,20,20,0.517339118771195,NA
57,"SoftImpute (oracle)",1,21,21,0.5294162388895,NA
57,"SoftImpute (oracle)",1,22,22,0.541046714922382,NA
57,"SoftImpute (oracle)",1,23,23,0.552360287351409,NA
57,"SoftImpute (oracle)",1,24,24,0.563445276596684,NA
57,"SoftImpute (oracle)",1,25,25,0.574116275593654,NA
57,"SoftImpute (oracle)",1,26,26,0.584621047572817,NA
57,"SoftImpute (oracle)",1,27,27,0.594845148074719,NA
57,"SoftImpute (oracle)",1,28,28,0.604821377188236,NA
57,"SoftImpute (oracle)",1,29,29,0.614496072455749,NA
57,"SoftImpute (oracle)",1,30,30,0.623971186905714,NA
58,"PCA (oracle)",NA,0,0,0.809315547873621,NA
58,"PCA (oracle)",NA,1,1,0.539935787584545,NA
58,"PCA (oracle)",NA,2,2,0.397958525318325,NA
58,"PCA (oracle)",NA,3,3,0.175157394289711,NA
58,"PCA (oracle)",NA,4,4,0.216340653855085,NA
58,"PCA (oracle)",NA,5,5,0.24976094844055,NA
58,"PCA (oracle)",NA,6,6,0.279236257004883,NA
58,"PCA (oracle)",NA,7,7,0.305246591712473,NA
58,"PCA (oracle)",NA,8,8,0.32878822856117,NA
58,"PCA (oracle)",NA,9,9,0.350648093332758,NA
58,"PCA (oracle)",NA,10,10,0.370925273821207,NA
58,"PCA (oracle)",NA,11,11,0.390132470026987,NA
58,"PCA (oracle)",NA,12,12,0.408145632776017,NA
58,"PCA (oracle)",NA,13,13,0.425196445884114,NA
58,"PCA (oracle)",NA,14,14,0.441397848515564,NA
58,"PCA (oracle)",NA,15,15,0.456842972674007,NA
58,"PCA (oracle)",NA,16,16,0.471693352325105,NA
58,"PCA (oracle)",NA,17,17,0.48599278764433,NA
58,"PCA (oracle)",NA,18,18,0.49958909558477,NA
58,"PCA (oracle)",NA,19,19,0.512868310975898,NA
58,"PCA (oracle)",NA,20,20,0.525701108084619,NA
58,"PCA (oracle)",NA,21,21,0.538187269167109,NA
58,"PCA (oracle)",NA,22,22,0.550268801022701,NA
58,"PCA (oracle)",NA,23,23,0.562037436911809,NA
58,"PCA (oracle)",NA,24,24,0.573429488478597,NA
58,"PCA (oracle)",NA,25,25,0.584463643247957,NA
58,"PCA (oracle)",NA,26,26,0.595204396252445,NA
58,"PCA (oracle)",NA,27,27,0.605621592809438,NA
58,"PCA (oracle)",NA,28,28,0.615799704142066,NA
58,"PCA (oracle)",NA,29,29,0.625743326985474,NA
58,"PCA (oracle)",NA,30,30,0.635459473532477,NA
58,"ICA (oracle)",NA,0,0,0.809315547873621,NA
58,"ICA (oracle)",NA,1,1,0.539935787584545,TRUE
58,"ICA (oracle)",NA,2,2,0.397958525318325,TRUE
58,"ICA (oracle)",NA,3,3,0.17515739428971,TRUE
58,"ICA (oracle)",NA,4,4,0.216340653855085,TRUE
58,"ICA (oracle)",NA,5,5,0.24976094844055,TRUE
58,"ICA (oracle)",NA,6,6,0.279236257004883,TRUE
58,"ICA (oracle)",NA,7,7,0.305246591712473,TRUE
58,"ICA (oracle)",NA,8,8,0.32878822856117,TRUE
58,"ICA (oracle)",NA,9,9,0.350648093332759,FALSE
58,"ICA (oracle)",NA,10,10,0.370925273821207,FALSE
58,"ICA (oracle)",NA,11,11,0.390132470026987,FALSE
58,"ICA (oracle)",NA,12,12,0.408145632776018,FALSE
58,"ICA (oracle)",NA,13,13,0.425196445884114,FALSE
58,"ICA (oracle)",NA,14,14,0.441397848515564,FALSE
58,"ICA (oracle)",NA,15,15,0.456842972674007,FALSE
58,"ICA (oracle)",NA,16,16,0.471693352325105,FALSE
58,"ICA (oracle)",NA,17,17,0.48599278764433,FALSE
58,"ICA (oracle)",NA,18,18,0.49958909558477,FALSE
58,"ICA (oracle)",NA,19,19,0.512868310975898,FALSE
58,"ICA (oracle)",NA,20,20,0.525701108084619,FALSE
58,"ICA (oracle)",NA,21,21,0.538187269167109,FALSE
58,"ICA (oracle)",NA,22,22,0.550268801022701,FALSE
58,"ICA (oracle)",NA,23,23,0.562037436911809,FALSE
58,"ICA (oracle)",NA,24,24,0.573429488478598,FALSE
58,"ICA (oracle)",NA,25,25,0.584463643247957,FALSE
58,"ICA (oracle)",NA,26,26,0.595204396252445,FALSE
58,"ICA (oracle)",NA,27,27,0.605621592809437,FALSE
58,"ICA (oracle)",NA,28,28,0.615799704142066,FALSE
58,"ICA (oracle)",NA,29,29,0.625743326985474,FALSE
